"Bucket label","RT","m/z","Name","Formula","202002_TTP_SILS2665_RA_1_1 _merged_","202002_TTP_SILS2666_RA_1_1 _merged_","202002_TTP_SILS2667_R1_1 _merged_","202002_TTP_SILS2668_R_1_1 _merged_","202002_TTP_SILS2669_R_1_ _merged_","202002_TTP_SILS2670_R_1_ _merged_"
"734.51121 Da 951.04 s",15.85,733.50393,,"C28H66N18OS2",4136.0,5282.0,2908.0,4586.0,3054.0,1444.0
"806.52372 Da 952.10 s",15.87,805.51644,,"C41H79N2O9PS",5338.0,7998.0,5112.0,10844.0,7652.0,3748.0
"334.94544 Da 953.16 s",15.89,333.93817,,"C7H5N5O5S3",808.0,940.0,798.0,1004.0,1220.0,1444.0
"227.97024 Da 954.46 s",15.91,226.96296,,,1554.0,1402.0,1418.0,1530.0,1492.0,1692.0
"103.96412 Da 954.64 s",15.91,102.95684,,,722.0,916.0,992.0,792.0,1090.0,1132.0
"249.96768 Da 954.89 s",15.91,248.96041,,"C9H2N2O5S",4866.0,6872.0,8216.0,8498.0,8816.0,10668.0
"113.99279 Da 954.91 s",15.92,112.98551,,,13520.0,12144.0,12430.0,13408.0,12118.0,15670.0
"307.92596 Da 955.22 s",15.92,306.91868,,"C6H5N4O3PS3",364.0,602.0,876.0,746.0,1172.0,1246.0
"725.88031 Da 955.32 s",15.92,724.87303,,"C23H11N2O16P5",1118.0,1116.0,1466.0,1432.0,1538.0,2126.0
"589.90569 Da 955.45 s",15.92,588.89842,,,1390.0,2008.0,2540.0,2464.0,2442.0,4074.0
"130.98301 Da 955.48 s",15.92,129.97574,,,1180.0,1344.0,2176.0,2262.0,2750.0,2710.0
"793.86456 Da 955.61 s",15.93,792.85728,,"C19H14N12O6S9",474.0,650.0,1142.0,1204.0,1158.0,1976.0
"266.95753 Da 955.66 s",15.93,265.95026,,"C9H2NO7P",540.0,594.0,894.0,1062.0,1080.0,1226.0
"657.89274 Da 956.15 s",15.94,656.88546,,"C30H6N6OS6",844.0,1266.0,1954.0,1630.0,1904.0,2678.0
"101.94092 Da 957.94 s",15.97,100.93365,,,66176.0,68728.0,60008.0,52696.0,51104.0,39562.0
"402.93193 Da 958.08 s",15.97,401.92465,,"C14H13NOS6",260.0,598.0,1036.0,922.0,778.0,1240.0
"158.01931 Da 959.84 s",16.00,157.01203,,"C10H6S",660.0,812.0,634.0,666.0,1002.0,1286.0
"2525.62485 Da 965.52 s",16.09,1261.80515,,,4336.0,2596.0,2226.0,1110.0,1898.0,1130.0
"862.51172 Da 971.26 s",16.19,861.50444,,"C44H80O12P2",4062.0,4780.0,5454.0,5414.0,5372.0,4748.0
"747.51807 Da 973.67 s",16.23,746.51079,,"C24H66N19O6P",1222.0,1258.0,1196.0,1056.0,674.0,250.0
"816.51648 Da 976.25 s",16.27,815.50921,,,2182.0,1306.0,1604.0,1784.0,1066.0,1964.0
"794.52393 Da 977.40 s",16.29,793.51665,,"C34H80N6O8P2S",114790.0,231320.0,144744.0,118806.0,118018.0,50894.0
"722.51121 Da 978.03 s",16.30,721.50393,,"C37H74N2O9S",7966.0,10566.0,8736.0,4834.0,5886.0,1764.0
"748.52731 Da 980.54 s",16.34,747.52003,,"C41H73N4O6P",49566.0,51398.0,38312.0,43050.0,29016.0,12040.0
"205.94753 Da 980.62 s",16.34,204.94025,,,646.0,968.0,746.0,810.0,1018.0,1006.0
"817.51919 Da 983.01 s",16.38,816.51191,,"C45H76N3O6PS",1070.0,1134.0,1228.0,1334.0,1382.0,994.0
"820.53938 Da 985.65 s",16.43,819.53210,,"C37H76N10O6S2",0.0,31546.0,23168.0,38068.0,25576.0,12378.0
"956.52342 Da 987.32 s",16.46,955.51614,,,442.0,826.0,1002.0,1292.0,1004.0,0.0
"533.93397 Da 990.51 s",16.51,532.92669,,"C14H6N12O2S5",2110.0,1742.0,1606.0,1650.0,1142.0,1418.0
"701.91740 Da 993.75 s",16.56,700.91012,,"C23H10N8O9S5",1056.0,1086.0,684.0,718.0,820.0,1004.0
"956.51401 Da 994.28 s",16.57,955.50673,,,590.0,1404.0,1146.0,1280.0,1304.0,964.0
"808.53919 Da 1012.21 s",16.87,807.53191,,"C44H72N8O4S",1816.0,3790.0,2602.0,4392.0,3934.0,2144.0
"402.93171 Da 1012.74 s",16.88,401.92444,,"C12H7NO9P2S",720.0,1008.0,1082.0,816.0,958.0,1180.0
"762.54182 Da 1013.08 s",16.88,761.53454,,,848.0,1136.0,856.0,1000.0,670.0,0.0
"256.24087 Da 1013.86 s",16.90,255.23359,,,664.0,694.0,1148.0,542.0,546.0,1134.0
"116.92782 Da 1015.83 s",16.93,115.92054,,,3340.0,3056.0,2982.0,2248.0,1768.0,2050.0
"725.88017 Da 1016.49 s",16.94,724.87289,,"C26H11N6O6PS6",926.0,1288.0,1802.0,1832.0,2034.0,2354.0
"657.89257 Da 1016.76 s",16.95,656.88529,,"C25H9O14P3S",1128.0,1752.0,2252.0,2054.0,2464.0,3316.0
"249.96752 Da 1020.54 s",17.01,248.96025,,,7098.0,8208.0,10806.0,9890.0,11022.0,11450.0
"363.94506 Da 1022.18 s",17.04,362.93778,,,1258.0,1044.0,1004.0,1070.0,1080.0,740.0
"334.94507 Da 1022.90 s",17.05,333.93779,,"C7H5N5O5S3",926.0,1152.0,1042.0,1510.0,1556.0,1312.0
"100.93308 Da 1027.55 s",17.13,99.92580,,,9570.0,10628.0,6422.0,6208.0,6604.0,5350.0
"793.86752 Da 1027.57 s",17.13,792.86025,,"C33H11N6O3PS7",474.0,1056.0,1230.0,1042.0,1380.0,1374.0
"750.54212 Da 1031.98 s",17.20,749.53485,,"C44H66N10O",1898.0,2346.0,1720.0,1138.0,1558.0,564.0
"750.53562 Da 1034.58 s",17.24,749.52834,,"C30H82N6O8S3",0.0,1436.0,1204.0,1106.0,1026.0,512.0
"751.54637 Da 1036.36 s",17.27,750.53910,,,1188.0,1228.0,750.0,596.0,1054.0,0.0
"266.95769 Da 1041.51 s",17.36,265.95041,,,710.0,826.0,1344.0,1292.0,1200.0,1014.0
"793.87409 Da 1044.72 s",17.41,792.86681,,"C19H15N12O6PS8",710.0,620.0,1116.0,800.0,1182.0,1266.0
"116.92777 Da 1049.40 s",17.49,115.92050,,,3792.0,2868.0,2130.0,2578.0,2190.0,1600.0
"823.55901 Da 1051.67 s",17.53,822.55174,,"C36H86N7O5PS3",440.0,1264.0,1070.0,1446.0,1858.0,806.0
"239.93898 Da 1053.35 s",17.56,238.93170,,,812.0,1056.0,1252.0,1132.0,900.0,1320.0
"533.92900 Da 1056.03 s",17.60,532.92172,,"C16H14N4O5S6",1902.0,1530.0,1196.0,1536.0,1236.0,1348.0
"380.27628 Da 1070.80 s",17.85,379.26901,,"C16H32N10O",2958.0,1416.0,1534.0,1520.0,946.0,1040.0
"649.92121 Da 1076.26 s",17.94,648.91393,,"C20H9N6O12P3S",1148.0,1264.0,1060.0,736.0,620.0,1030.0
"298.16090 Da 1080.41 s",18.01,297.15362,,"C9H26N6OS2",890.0,1140.0,894.0,878.0,1112.0,1126.0
"699.90566 Da 1096.59 s",18.28,698.89838,,,1384.0,1590.0,1400.0,1064.0,990.0,1074.0
"157.90183 Da 1101.46 s",18.36,156.89455,,,920.0,1110.0,794.0,1158.0,1470.0,1082.0
"589.90489 Da 1108.47 s",18.47,588.89762,,"C19H11O14PS3",654.0,1026.0,1052.0,1308.0,1568.0,1554.0
"122.03664 Da 1118.13 s",18.64,121.02936,,,750.0,1044.0,1066.0,850.0,676.0,944.0
"158.01897 Da 1121.37 s",18.69,157.01169,,"C10H6S",1020.0,1268.0,1446.0,1666.0,1068.0,1820.0
"160.90053 Da 1124.34 s",18.74,159.89326,,,1002.0,1366.0,1306.0,1278.0,886.0,1046.0
"326.19174 Da 1130.63 s",18.84,325.18447,,"C18H30O3S",1998.0,2102.0,2282.0,1698.0,2308.0,2334.0
"161.89951 Da 1131.22 s",18.85,160.89223,,,1132.0,1378.0,904.0,1142.0,1264.0,1294.0
"163.90048 Da 1131.58 s",18.86,162.89320,,,1138.0,1500.0,2032.0,1764.0,1760.0,1428.0
"699.91670 Da 1134.11 s",18.90,698.90943,,"C16H21N4O13PS6",2412.0,1840.0,1702.0,1426.0,1678.0,1594.0
"80.96464 Da 1135.35 s",18.92,79.95736,,,3504.0,5634.0,2858.0,3310.0,2946.0,3190.0
"162.90018 Da 1136.15 s",18.94,161.89291,,,1284.0,826.0,1232.0,832.0,1140.0,834.0
"266.15526 Da 1136.29 s",18.94,265.14799,,"C12H26O4S",1178.0,1310.0,926.0,1148.0,1192.0,918.0
"157.90189 Da 1138.56 s",18.98,156.89461,,,1172.0,1220.0,1202.0,874.0,962.0,1036.0
"380.27658 Da 1139.45 s",18.99,379.26930,,"C16H32N10O",2012.0,1862.0,1316.0,1030.0,1134.0,1290.0
"533.93219 Da 1141.06 s",19.02,532.92491,,"C13H18N4O5S7",2060.0,1716.0,1832.0,1660.0,1362.0,1222.0
"117.94743 Da 1141.47 s",19.02,116.94015,,,786.0,992.0,814.0,1300.0,0.0,1102.0
"62.99584 Da 1145.88 s",19.10,61.98857,,,9206.0,8348.0,9306.0,9784.0,8760.0,9228.0
"183.99578 Da 1149.58 s",19.16,182.98850,,"C4H9O4PS",2582.0,1430.0,1280.0,746.0,1050.0,908.0
"90.03165 Da 1151.28 s",19.19,89.02438,"L-Lactic acid","C3H6O3",2172.0,2116.0,2468.0,2460.0,2002.0,2322.0
"203.00102 Da 1151.73 s",19.20,201.99375,,,1620.0,1172.0,1172.0,1060.0,866.0,1128.0
"140.01413 Da 1151.84 s",19.20,139.00686,,,11178.0,9962.0,9064.0,8958.0,8872.0,9656.0
"649.92111 Da 1152.32 s",19.21,648.91384,,,1448.0,1416.0,1120.0,806.0,990.0,888.0
"97.96734 Da 1152.76 s",19.21,96.96007,,,13782.0,11286.0,11608.0,11522.0,11684.0,12016.0
"188.94875 Da 1152.90 s",19.22,187.94147,,,1652.0,1228.0,1210.0,1292.0,1500.0,1232.0
"60.02144 Da 1153.37 s",19.22,59.01416,,,1004.0,900.0,734.0,808.0,1138.0,1146.0
"103.96411 Da 1159.72 s",19.33,102.95684,,,1186.0,1546.0,1718.0,2292.0,1692.0,1416.0
"159.98271 Da 1160.12 s",19.34,158.97543,,,13644.0,11598.0,9698.0,8606.0,8528.0,6958.0
"120.95422 Da 1160.77 s",19.35,119.94695,,,718.0,542.0,1444.0,890.0,1178.0,1146.0
"239.93899 Da 1160.79 s",19.35,238.93171,,,934.0,652.0,1198.0,1154.0,1056.0,1496.0
"244.96031 Da 1160.96 s",19.35,243.95303,,,3838.0,4102.0,3274.0,2968.0,2736.0,2746.0
"341.94928 Da 1160.99 s",19.35,340.94200,,"C6H7N4O7PS2",2448.0,1842.0,1218.0,716.0,674.0,892.0
"208.00135 Da 1161.01 s",19.35,206.99407,,"C10H8OS2",1386.0,2518.0,1742.0,1860.0,1774.0,1524.0
"295.95816 Da 1161.75 s",19.36,294.95089,,"C8H9O6PS2",1856.0,1250.0,0.0,1066.0,870.0,870.0
"343.97698 Da 1161.79 s",19.36,342.96971,,"C13H5N4O4PS",722.0,990.0,1088.0,1524.0,1004.0,820.0
"227.97022 Da 1161.93 s",19.37,226.96294,,,3724.0,3328.0,2380.0,2082.0,1814.0,2160.0
"130.98290 Da 1162.01 s",19.37,129.97563,,,4502.0,4610.0,5282.0,5540.0,6448.0,5660.0
"307.92656 Da 1162.17 s",19.37,306.91928,,"C6H5N4O3PS3",1234.0,2144.0,1766.0,2214.0,1574.0,1438.0
"499.91970 Da 1162.28 s",19.37,498.91243,,"C11H4N10O6S4",1220.0,0.0,1210.0,744.0,388.0,384.0
"266.95782 Da 1162.30 s",19.37,265.95054,,,1798.0,2038.0,1806.0,2354.0,2376.0,2500.0
"363.94484 Da 1162.30 s",19.37,362.93756,,"C14H5O8PS",1750.0,2116.0,1550.0,1286.0,1476.0,1210.0
"431.93257 Da 1162.34 s",19.37,430.92530,,"C12H8N4O6S4",1368.0,1580.0,1378.0,954.0,950.0,1000.0
"334.94525 Da 1162.41 s",19.37,333.93798,,,2468.0,2812.0,3306.0,2964.0,2996.0,3254.0
"375.91364 Da 1162.49 s",19.37,374.90636,,"C11H8N2O3S5",1192.0,1150.0,1344.0,1420.0,1154.0,1166.0
"674.88393 Da 1162.52 s",19.38,673.87665,,"C19H14N7O5PS7",1400.0,1236.0,1806.0,1416.0,1670.0,1606.0
"606.89575 Da 1162.52 s",19.38,605.88847,,"C17H8NO18P3",1316.0,1962.0,1804.0,1960.0,2032.0,1750.0
"470.92113 Da 1162.63 s",19.38,469.91385,,"C16H9NO8S4",2080.0,0.0,2048.0,1526.0,1720.0,2074.0
"402.93317 Da 1162.63 s",19.38,401.92589,,,1916.0,2244.0,0.0,2032.0,0.0,2072.0
"647.86164 Da 1162.67 s",19.38,646.85436,,"C11H9N10O9PS6",518.0,1042.0,678.0,818.0,1270.0,626.0
"538.90588 Da 1162.77 s",19.38,537.89860,,"C27H9NS6",1566.0,1568.0,2032.0,1592.0,1156.0,1534.0
"511.88993 Da 1162.80 s",19.38,510.88265,,,942.0,952.0,1214.0,1098.0,1296.0,1280.0
"579.87605 Da 1162.85 s",19.38,578.86877,,"C18H4N4O11S4",738.0,1186.0,1070.0,1184.0,1138.0,958.0
"742.86960 Da 1162.97 s",19.38,741.86232,,"C22H10N3O17P5",1306.0,1370.0,1600.0,1340.0,1634.0,1564.0
"715.84832 Da 1163.08 s",19.38,714.84105,,"C16H28O7S12",1218.0,444.0,1104.0,528.0,1290.0,1036.0
"443.90151 Da 1163.08 s",19.38,442.89424,,"C7H13N2O8PS5",986.0,1448.0,1224.0,1102.0,1308.0,1008.0
"810.85677 Da 1163.23 s",19.39,809.84950,,"C29H17NO11S8",678.0,1064.0,1400.0,1224.0,1494.0,1302.0
"890.84275 Da 1163.64 s",19.39,889.83547,,,0.0,1100.0,780.0,1292.0,918.0,766.0
"856.83668 Da 1163.81 s",19.40,855.82941,,"C49H108N8OS",1008.0,502.0,0.0,1168.0,1186.0,1294.0
"836.35644 Da 1164.05 s",19.40,835.34916,,,1322.0,1552.0,1540.0,1676.0,1548.0,1572.0
"181.98022 Da 1164.97 s",19.42,180.97295,,"C4H7O4PS",11892.0,12960.0,12000.0,12312.0,11688.0,11976.0
"725.87963 Da 1165.35 s",19.42,724.87235,,,16404.0,19938.0,18756.0,19792.0,19818.0,16600.0
"1269.77722 Da 1165.36 s",19.42,1268.76994,,,5498.0,5808.0,6452.0,5910.0,6772.0,5906.0
"1031.82159 Da 1165.41 s",19.42,1030.81431,,,6856.0,9252.0,9376.0,8292.0,8804.0,8392.0
"997.82955 Da 1165.54 s",19.43,996.82228,,,15988.0,15878.0,16664.0,16022.0,16360.0,17192.0
"317.95517 Da 1165.55 s",19.43,316.94789,,"C7H4N4O7P2",39288.0,41216.0,44360.0,41662.0,40544.0,40984.0
"1133.80447 Da 1165.60 s",19.43,1132.79720,,"C27H22N2O32P8",8306.0,8628.0,9120.0,7928.0,9046.0,7846.0
"1791.69550 Da 1165.62 s",19.43,894.84047,,,10514.0,12652.6298828125,14308.0,10686.0,10284.0,13422.0
"802.36627 Da 1165.62 s",19.43,801.35900,,"C25H56N16O8P2S",1094.0,1080.0,1124.0,664.0,1546.0,1254.0
"1519.74520 Da 1165.62 s",19.43,758.86533,,,4404.0,4954.0,5192.0,4613.49609375,5376.0,4620.0
"1099.80964 Da 1165.64 s",19.43,1098.80237,,,5192.0,5280.0,5184.0,5556.0,5904.0,5000.0
"793.86710 Da 1165.73 s",19.43,792.85982,,,20064.0,18696.0,15346.0,19886.0,19964.0,19378.0
"657.89217 Da 1165.80 s",19.43,656.88489,,"C17H5N6O17P3",17858.0,16924.0,18238.0,17558.0,17504.0,16762.0
"1655.72073 Da 1165.82 s",19.43,826.85309,,,11570.0,11014.0,12210.0,10768.0,9740.0,9484.0
"929.84167 Da 1165.83 s",19.43,928.83439,,,21184.0,21338.0,19582.0,20818.0,20774.0,19764.0
"521.91742 Da 1165.83 s",19.43,520.91015,,"C14H8N2O14P2S",27670.0,26128.0,25980.0,27656.0,23756.0,24332.0
"385.94248 Da 1165.83 s",19.43,384.93520,,"C11H3N2O12P",32368.0,31634.0,31684.0,31928.0,36356.0,28276.0
"453.92988 Da 1165.83 s",19.43,452.92261,,"C12H4N6O8P2S",27426.0,28884.0,28224.0,29036.0,27354.0,28624.0
"1065.81725 Da 1165.84 s",19.43,1064.80997,,,9240.0,12228.0,11212.0,12518.0,10734.0,10892.0
"1235.78713 Da 1165.96 s",19.43,1234.77986,,,3564.0,3398.0,3710.0,4474.0,4282.0,3984.0
"727.88428 Da 1165.99 s",19.43,726.87700,,"C15H8N18O2S8",1234.0,1178.0,1484.0,1366.0,1402.0,1674.0
"249.96764 Da 1166.03 s",19.43,248.96037,,,36990.0,40146.0,36498.0,36256.0,36522.0,36626.0
"589.90490 Da 1166.12 s",19.44,588.89763,,"C18H9O17P3",20766.0,24510.0,23836.0,24234.0,23704.0,22872.0
"861.85450 Da 1166.18 s",19.44,860.84722,,"C23H15O26P5",20406.0,0.0,20632.0,23380.0,19438.0,19804.0
"113.99280 Da 1166.41 s",19.44,112.98552,,,60940.0,62080.0,65596.0,59030.0,61616.0,56018.0
"835.84963 Da 1169.01 s",19.48,834.84235,,"C21H7N6O23P3S",1486.0,1312.0,1132.0,1158.0,1648.0,1202.0
"877.82620 Da 1169.14 s",19.49,876.81893,,"C19H27N8O4PS13",1096.0,686.0,1060.0,1150.0,1128.0,1342.0
"741.85237 Da 1169.20 s",19.49,740.84510,,"C18H18N2O14S8",894.0,876.0,1196.0,1120.0,1202.0,1210.0
"469.90681 Da 1169.29 s",19.49,468.89953,,"C11H19O4PS7",686.0,732.0,898.0,1030.0,860.0,1220.0
"605.87837 Da 1169.78 s",19.50,604.87109,,"C14H3N6O16PS2",1306.0,998.0,1070.0,1540.0,996.0,1130.0
"809.84348 Da 1169.81 s",19.50,808.83621,,"C22H14N6O12S8",982.0,1050.0,1318.0,1082.0,1124.0,988.0
"673.86498 Da 1170.16 s",19.50,672.85770,,"C25H22S11",912.0,1094.0,1084.0,930.0,1070.0,1092.0
"537.89237 Da 1170.45 s",19.51,536.88509,,"C9H19N2O8PS7",1006.0,1128.0,898.0,1018.0,1228.0,1260.0
"746.50874 Da 1173.94 s",19.57,745.50147,"PG 34:2_ PG 16:0-18:2_ _M-H_-","C40H75O10P",1022.0,1194.0,1026.0,810.0,458.0,348.0
"140.01417 Da 1183.12 s",19.72,139.00690,,,7862.0,6826.0,5926.0,5902.0,5556.0,5778.0
"80.96470 Da 1183.70 s",19.73,79.95742,,,2214.0,1960.0,1598.0,1754.0,2020.0,2192.0
"97.96732 Da 1183.88 s",19.73,96.96005,,,8546.0,7234.0,7864.0,7270.0,5974.0,6670.0
"249.08698 Da 1184.20 s",19.74,248.07970,,,2770.0,1262.0,1092.0,1110.0,794.0,680.0
"175.96328 Da 1188.49 s",19.81,174.95600,,,442.0,822.0,988.0,1128.0,1264.0,1250.0
"244.96013 Da 1191.80 s",19.86,243.95286,,"C11H3NO2S2",1976.0,1750.0,1862.0,1808.0,0.0,1364.0
"62.99590 Da 1192.89 s",19.88,61.98862,,,5820.0,5984.0,5942.0,6840.0,6278.0,6772.0
"385.94313 Da 17.30 s",0.29,384.93585,,,858.0,0.0,1048.0,1014.0,968.0,0.0
"113.99294 Da 18.32 s",0.31,112.98566,,,27708.0,17260.0,16784.0,17784.0,18374.0,15860.0
"101.94092 Da 18.39 s",0.31,100.93365,,,22982.0,17640.0,19278.0,15204.0,14280.0,13304.0
"122.03686 Da 18.40 s",0.31,121.02959,,,1046.0,1058.0,1180.0,960.0,742.0,1228.0
"175.96327 Da 18.43 s",0.31,174.95599,,,55.0,978.0,2304.0,3096.0,2610.0,2606.0
"363.94795 Da 18.99 s",0.32,362.94068,,,158.0,898.0,948.0,1046.0,910.0,1008.0
"397.89891 Da 19.62 s",0.33,396.89164,,,316.0,1016.0,1162.0,858.0,938.0,930.0
"379.92616 Da 20.53 s",0.34,378.91889,,,88.0,520.0,1060.0,1382.0,1338.0,1268.0
"175.96326 Da 30.21 s",0.50,174.95598,,,256.0,1028.0,1844.0,1808.0,3130.0,2212.0
"62.99595 Da 31.23 s",0.52,61.98868,,,6746.0,5708.0,6588.0,7984.0,5728.0,5528.0
"379.92574 Da 33.46 s",0.56,378.91847,,"C12H5N4O3PS3",0.0,382.0,832.0,1198.0,1614.0,1498.0
"363.94974 Da 34.49 s",0.57,362.94246,,,238.0,1134.0,808.0,822.0,1230.0,756.0
"397.89794 Da 34.87 s",0.58,396.89066,,"C13H6N2O3S5",496.0,900.0,1144.0,1006.0,994.0,1080.0
"113.99280 Da 37.12 s",0.62,112.98552,,,24286.0,23970.0,24606.0,22440.0,22858.0,22942.0
"249.96772 Da 36.40 s",0.61,248.96044,,"C9H2N2O5S",15728.0,17284.0,18712.0,17154.0,18356.0,16896.0
"385.94270 Da 36.72 s",0.61,384.93543,,"C11H3N2O12P",11518.0,11242.0,13802.0,14234.0,11628.0,12140.0
"135.05435 Da 40.08 s",0.67,134.04707,,,1030.0,572.0,972.0,1534.0,1260.0,0.0
"187.12099 Da 41.40 s",0.69,186.11371,,"C9H17NO3",794.0,718.0,1002.0,1260.0,1238.0,394.0
"188.10487 Da 42.18 s",0.70,187.09767,"Azelaic acid","C9H16O4",6522.0,6824.0,6844.0,9068.0,4002.0,2668.0
"563.17162 Da 43.06 s",0.72,544.15425,,"C20H29N5O14",1096.0,350.0,7490.0,6158.0,6556.0,2198.0
"381.98812 Da 41.95 s",0.70,362.96980,,"C18H7O8P",2504.0,5654.0,568.0,194.0,714.0,360.0
"186.08969 Da 43.25 s",0.72,185.08242,,"C9H14O4",754.0,1324.0,1022.0,1672.0,986.0,696.0
"74.03693 Da 41.89 s",0.70,73.02965,,"C3H6O2",1004.0,1578.0,0.0,1654.0,1512.0,1560.0
"349.96167 Da 41.67 s",0.69,348.95439,,,2538.0,4416.0,488.0,418.0,366.0,0.0
"216.10014 Da 42.33 s",0.71,215.09287,,"C10H16O5",764.0,1332.0,792.0,1470.0,808.0,696.0
"316.14447 Da 42.82 s",0.71,315.13719,,"C18H16N6",3342.0,3562.0,2178.0,2600.0,1742.0,1118.0
"172.11001 Da 43.77 s",0.73,171.10273,,"C9H16O3",1902.0,1254.0,1582.0,1778.0,1256.0,1894.0
"90.03175 Da 42.42 s",0.71,89.02448,"Lactic acid","C3H6O3",9306.0,8604.0,6492.0,24216.0,24830.0,10220.0
"130.06299 Da 42.33 s",0.71,129.05571,,"C6H10O3",782.0,1842.0,1622.0,1518.0,986.0,1334.0
"210.08719 Da 42.20 s",0.70,209.07991,,,1278.0,1650.0,0.0,2118.0,1170.0,640.0
"101.94086 Da 42.06 s",0.70,100.93359,,,12160.0,12340.0,8002.0,6248.0,7608.0,5046.0
"230.11603 Da 42.77 s",0.71,229.10876,,"C12H22S2",2042.0,2456.0,1394.0,0.0,1408.0,1166.0
"198.08930 Da 42.31 s",0.71,197.08203,,"C10H14O4",3466.0,4726.0,2494.0,3476.0,1820.0,932.0
"129.04250 Da 42.59 s",0.71,128.03522,,"C5H7NO3",1142.0,606.0,734.0,1282.0,994.0,1772.0
"246.11080 Da 41.76 s",0.70,245.10352,,"C11H18O6",1008.0,2654.0,990.0,1722.0,1834.0,1178.0
"154.09938 Da 42.43 s",0.71,153.09211,,"C9H14O2",3796.0,5394.0,2864.0,3116.0,1974.0,756.0
"146.09446 Da 44.61 s",0.74,145.08719,,"C7H14O3",1146.0,1488.0,1390.0,1590.0,976.0,718.0
"274.13704 Da 42.77 s",0.71,273.12977,,,1328.0,1526.0,892.0,1364.0,1152.0,980.0
"212.10532 Da 43.39 s",0.72,211.09804,,"C11H16O4",2698.0,2348.0,2000.0,2348.0,2132.0,1748.0
"122.03668 Da 42.62 s",0.71,121.02940,"4-Hydroxybenzaldehyde","C7H6O2",5228.0,7054.0,9064.0,3466.0,2990.0,2630.0
"139.02671 Da 44.47 s",0.74,138.01943,"4-Nitrophenol","C6H5NO3",1604.0,1852.0,1150.0,4434.0,1790.0,1316.0
"230.15258 Da 45.60 s",0.76,229.14530,,"C13H18N4",1836.0,882.0,1168.0,1352.0,874.0,608.0
"326.19209 Da 45.65 s",0.76,325.18481,,,1412.0,752.0,1078.0,1666.0,1036.0,1068.0
"246.14576 Da 46.95 s",0.78,245.13848,,,1452.0,798.0,670.0,1204.0,442.0,484.0
"118.02647 Da 47.14 s",0.79,117.01919,,"C4H6O4",2000.0,1082.0,1280.0,1314.0,1144.0,1514.0
"328.19075 Da 47.48 s",0.79,327.18347,,"C11H24N10S",1198.0,1154.0,1064.0,1666.0,1018.0,512.0
"174.12567 Da 48.26 s",0.80,173.11839,,"C9H18O3",2824.0,2260.0,2254.0,3598.0,1606.0,1238.0
"270.14375 Da 48.26 s",0.80,269.13648,,"C10H18N6O3",5464.0,5492.0,3106.0,4662.0,2120.0,1510.0
"74.00060 Da 48.27 s",0.80,72.99333,,,4684.0,4620.0,2234.0,3020.0,1920.0,1088.0
"97.96744 Da 48.43 s",0.81,96.96016,,,754.0,1392.0,1616.0,1346.0,1012.0,1242.0
"147.05287 Da 48.43 s",0.81,146.04559,,,498.0,164.0,1268.0,1106.0,1518.0,854.0
"258.14517 Da 48.95 s",0.82,257.13789,,,1226.0,522.0,616.0,1086.0,354.0,712.0
"228.13638 Da 49.21 s",0.82,227.12911,,"C12H20O4",766.0,1248.0,780.0,1068.0,714.0,502.0
"362.17109 Da 51.42 s",0.86,361.16381,,"C16H22N6O4",3644.0,2390.0,1852.0,2544.0,1928.0,1238.0
"310.17858 Da 50.45 s",0.84,309.17130,,"C17H26O5",32724.0,23374.0,19194.0,29712.0,12626.0,9742.0
"296.16258 Da 49.92 s",0.83,295.15531,,"C16H24O5",2270.0,2190.0,0.0,2030.0,1912.0,706.0
"72.02137 Da 51.05 s",0.85,71.01409,,"C3H4O2",1544.0,1018.0,1092.0,1492.0,870.0,708.0
"294.18361 Da 51.32 s",0.86,293.17633,,"C17H26O4",31318.0,23630.0,16658.0,29402.0,12684.0,7130.0
"222.16209 Da 51.89 s",0.86,221.15482,,"C14H22O2",5858.0,4168.0,3154.0,5100.0,2914.0,2350.0
"100.01596 Da 49.44 s",0.82,99.00868,,"C4H4O3",2512.0,1488.0,1658.0,1968.0,1036.0,750.0
"240.13622 Da 51.98 s",0.87,239.12894,,"C13H20O4",4146.0,4370.0,4628.0,1610.0,2550.0,2094.0
"216.17266 Da 53.45 s",0.89,215.16538,,"C12H24O3",1200.0,836.0,1094.0,944.0,706.0,572.0
"312.19300 Da 54.95 s",0.92,311.18572,,"C11H29N4O4P",4622.0,3234.0,2314.0,4096.0,1962.0,1046.0
"280.16817 Da 54.01 s",0.90,279.16090,,"C17H20N4",2476.0,1472.0,1370.0,2128.0,1290.0,576.0
"256.13016 Da 55.15 s",0.92,255.12288,,,4602.0,2356.0,1782.0,3126.0,1344.0,502.0
"195.08983 Da 55.74 s",0.93,194.08256,,"C10H13NO3",1626.0,1846.0,0.0,1364.0,1472.0,1588.0
"314.24628 Da 54.28 s",0.90,313.23901,,"C11H34N6O2S",2110.0,1712.0,1188.0,2128.0,1244.0,1006.0
"212.14114 Da 55.42 s",0.92,211.13387,,"C12H20O3",1066.0,786.0,1120.0,842.0,534.0,528.0
"202.15711 Da 57.50 s",0.96,201.14983,,"C11H22O3",1156.0,736.0,774.0,1100.0,520.0,552.0
"184.14618 Da 57.79 s",0.96,183.13890,,,1674.0,882.0,1320.0,1472.0,696.0,306.0
"198.16212 Da 58.35 s",0.97,197.15485,,"C12H22O2",1542.0,2104.0,2294.0,2282.0,1424.0,966.0
