"Bucket label","RT","m/z","Name","Formula","202002_TTP_SILS2665_RA_1_1 _merged_","202002_TTP_SILS2666_RA_1_1 _merged_","202002_TTP_SILS2667_R1_1 _merged_","202002_TTP_SILS2668_R_1_1 _merged_","202002_TTP_SILS2669_R_1_ _merged_","202002_TTP_SILS2670_R_1_ _merged_"
"168.11456 Da 42.91 s",0.72,169.12184,,"C10H16O2",1782.0,1618.0,1372.0,1424.0,1418.0,0.0
"596.28122 Da 43.96 s",0.73,597.28849,,"C23H32N16O4",1524.0,1242.0,992.0,664.0,1078.0,812.0
"570.26488 Da 44.02 s",0.73,571.27215,,"C22H26N20",1240.0,1252.0,738.0,794.0,1082.0,0.0
"480.27024 Da 44.48 s",0.74,481.27751,,"C14H42N8O6P2",1998.0,2328.0,1318.0,1488.0,1414.0,1170.0
"284.12478 Da 43.55 s",0.73,285.13205,,"C11H12N10",2136.0,2154.0,1814.0,1894.0,1852.0,1328.0
"346.17604 Da 43.87 s",0.73,347.18332,,"C13H31O8P",1116.0,1230.0,774.0,1074.0,810.0,994.0
"402.18790 Da 44.09 s",0.73,403.19517,,"C13H31N4O8P",2350.0,2084.0,1500.0,1146.0,1712.0,1444.0
"384.28537 Da 44.97 s",0.75,385.29265,,"C26H40S",924.0,912.0,1228.0,1532.0,1126.0,1718.0
"558.30063 Da 44.04 s",0.73,559.30791,,,1814.0,1966.0,1274.0,1082.0,1514.0,866.0
"566.26936 Da 43.45 s",0.72,567.27664,,,1782.0,2112.0,1436.0,1108.0,1534.0,910.0
"470.25010 Da 42.60 s",0.71,471.25737,,"C18H47O7PS2",1916.0,1716.0,1276.0,1220.0,1210.0,982.0
"213.13740 Da 43.10 s",0.72,214.14468,,,1496.0,1418.0,1816.0,1502.0,1546.0,1622.0
"454.25640 Da 43.13 s",0.72,455.26367,,"C24H38O8",2148.0,1748.0,1048.0,1302.0,1418.0,1126.0
"180.07719 Da 44.11 s",0.74,181.08446,,,2258.0,2716.0,2132.0,2196.0,2526.0,2270.0
"156.07816 Da 43.20 s",0.72,157.08543,,,5048.0,4686.0,3144.0,4054.0,4172.0,3102.0
"208.14578 Da 42.89 s",0.71,209.15305,,"C13H20O2",1612.0,1466.0,1080.0,1220.0,1060.0,866.0
"580.32190 Da 45.04 s",0.75,581.32917,,,1388.0,1236.0,680.0,952.0,1120.0,756.0
"594.30099 Da 44.43 s",0.74,595.30827,,"C14H43N16O6PS",1704.0,1614.0,1494.0,0.0,1362.0,918.0
"224.14090 Da 43.38 s",0.72,225.14818,,"C13H20O3",2490.0,2174.0,1508.0,1582.0,1766.0,1192.0
"536.29614 Da 44.27 s",0.74,537.30342,,"C22H49O12P",1814.0,1584.0,804.0,1106.0,1076.0,730.0
"256.09242 Da 44.99 s",0.75,257.09969,,"C16H16OS",4388.0,4968.0,6820.0,7544.0,7210.0,7480.0
"384.21265 Da 43.98 s",0.73,385.21993,,"C24H32O2S",3084.0,3184.0,2278.0,2122.0,2364.0,0.0
"197.14221 Da 43.05 s",0.72,198.14949,,,1154.0,878.0,1238.0,938.0,932.0,798.0
"392.21877 Da 42.96 s",0.72,197.11666,,,3376.0,3434.0,0.0,2734.0,2866.0,2096.0
"452.23932 Da 44.02 s",0.73,453.24660,,"C21H28N10O2",2620.0,2874.0,1734.0,1536.0,2196.0,1334.0
"294.18151 Da 43.55 s",0.73,295.18879,,"C11H27N4O3P",1994.0,1906.0,1490.0,1690.0,1482.0,1262.0
"506.28601 Da 43.10 s",0.72,507.29329,,"C17H38N12O4S",1164.0,1092.0,960.0,542.0,1106.0,742.0
"612.31120 Da 44.28 s",0.74,613.31848,,,1652.0,1702.0,1076.0,1208.0,1594.0,1068.0
"326.17110 Da 44.20 s",0.74,327.17837,,,3618.0,3508.0,2516.0,2932.0,3118.0,2346.0
"252.09835 Da 44.11 s",0.74,253.10563,,"C7H17N4O4P",1296.0,1664.0,1308.0,1414.0,1678.0,1530.0
"540.29135 Da 44.56 s",0.74,541.29863,,"C24H40N6O8",3720.0,3102.0,2170.0,2312.0,2730.0,1756.0
"192.07652 Da 44.95 s",0.75,193.08380,,"C7H8N6O",1250.0,1262.0,1440.0,1506.0,1416.0,1740.0
"390.20196 Da 43.82 s",0.73,391.20924,,"C15H35O9P",1704.0,1414.0,1286.0,1138.0,1264.0,1124.0
"396.21283 Da 43.84 s",0.73,397.22010,,"C10H28N12O3S",2516.0,3100.0,1718.0,1670.0,1866.0,1480.0
"438.25956 Da 43.45 s",0.72,439.26684,,"C13H34N12O3S",1530.0,1348.0,0.0,922.0,1020.0,0.0
"234.12347 Da 45.08 s",0.75,235.13074,,,2618.0,3086.0,3408.0,3144.0,3550.0,4002.0
"354.27513 Da 45.23 s",0.75,355.28241,,"C17H34N6O2",878.0,0.0,1122.0,964.0,810.0,1308.0
"320.15988 Da 44.36 s",0.74,321.16716,,"C22H24S",2648.0,2724.0,2078.0,0.0,0.0,2506.0
"398.30101 Da 45.05 s",0.75,399.30829,,"C27H42S",876.0,1012.0,1336.0,1278.0,1208.0,1382.0
"342.20316 Da 42.89 s",0.71,343.21044,,"C12H31N4O5P",2248.0,1768.0,1294.0,1396.0,1480.0,1054.0
"596.31626 Da 44.42 s",0.74,597.32353,,,1960.0,1980.0,1470.0,1296.0,1658.0,1232.0
"389.24136 Da 42.76 s",0.71,390.24864,,"C19H35NO7",2508.0,2384.0,1236.0,1578.0,1612.0,1288.0
"194.09309 Da 44.10 s",0.74,195.10037,,,2340.0,2380.0,2048.0,1896.0,2042.0,1794.0
"196.07168 Da 44.47 s",0.74,197.07895,,,1408.0,1712.0,1226.0,1082.0,1432.0,1128.0
"378.16493 Da 43.98 s",0.73,379.17220,,,3780.0,3944.0,2544.0,3274.0,3508.0,0.0
"300.12009 Da 44.27 s",0.74,301.12736,,,1728.0,2264.0,1876.0,2024.0,2300.0,2238.0
"614.32643 Da 44.20 s",0.74,615.33370,,,1916.0,1668.0,1180.0,934.0,1224.0,898.0
"620.35315 Da 43.84 s",0.73,311.18385,,,0.0,2494.0,0.0,2030.0,2352.0,0.0
"240.09904 Da 42.79 s",0.71,241.10631,,"C6H17N4O4P",1466.0,1586.0,974.0,1030.0,1304.0,1112.0
"222.12436 Da 43.73 s",0.73,223.13164,,,2404.0,2596.0,1912.0,2220.0,2216.0,1808.0
"548.25916 Da 44.01 s",0.73,549.26644,,"C18H52N4O4S5",1082.0,1102.0,582.0,598.0,796.0,0.0
"442.32665 Da 44.74 s",0.75,443.33392,,"C21H42N6O4",1062.0,1026.0,1298.0,1500.0,1432.0,1762.0
"508.22892 Da 44.22 s",0.74,509.23620,,"C30H36O5S",2140.0,2360.0,1600.0,1886.0,1730.0,1476.0
"466.16176 Da 45.27 s",0.75,467.16904,,"C20H27N4O7P",1028.0,1336.0,1876.0,1702.0,1526.0,1962.0
"378.20174 Da 44.29 s",0.74,379.20902,,"C25H30OS",2410.0,2434.0,1404.0,1588.0,2216.0,1412.0
"321.15578 Da 44.88 s",0.75,322.16306,,"C11H32NO3PS2",2628.0,3390.0,3578.0,3798.0,4088.0,4520.0
"428.31169 Da 44.57 s",0.74,429.31897,,"C13H40N12O2S",980.0,784.0,1128.0,966.0,1058.0,1532.0
"168.07848 Da 42.92 s",0.72,169.08576,,"C9H12O3",12336.0,12070.0,7030.0,7352.0,10380.0,6968.0
"310.10416 Da 43.76 s",0.73,311.11144,,"C9H19N4O6P",1484.0,1366.0,1102.0,1096.0,1114.0,0.0
"154.09875 Da 42.96 s",0.72,155.10603,,,2820.0,2582.0,1998.0,2082.0,2104.0,2278.0
"180.11476 Da 43.09 s",0.72,181.12204,,,4270.0,3994.0,2974.0,2896.0,3166.0,2426.0
"508.26450 Da 44.39 s",0.74,509.27178,,"C23H36N6O7",2314.0,2044.0,1356.0,1610.0,2012.0,1296.0
"292.16511 Da 44.45 s",0.74,293.17238,,"C13H20N6O2",2008.0,0.0,1966.0,0.0,1930.0,0.0
"424.17070 Da 44.02 s",0.73,425.17798,,,1674.0,2272.0,1326.0,1540.0,1776.0,1324.0
"212.10432 Da 43.09 s",0.72,213.11159,,,3702.0,3484.0,2148.0,2646.0,2702.0,0.0
"445.23170 Da 42.60 s",0.71,446.23897,,,3596.0,3438.0,3062.0,2938.0,2782.0,2084.0
"468.17581 Da 45.25 s",0.75,469.18309,,"C22H24N6O6",5260.0,5232.0,6868.0,6578.0,6180.0,7500.0
"192.11440 Da 43.12 s",0.72,193.12168,,,0.0,2470.0,0.0,1818.0,2060.0,1490.0
"584.33155 Da 44.45 s",0.74,293.17305,,,1988.0,1980.0,0.0,2100.0,0.0,2202.0
"304.16541 Da 45.56 s",0.76,305.17269,,"C14H20N6O2",1206.0,1204.0,1056.0,1412.0,970.0,1096.0
"313.15590 Da 43.40 s",0.72,314.16318,,"C12H27NO6S",1870.0,2296.0,1812.0,1882.0,1930.0,1614.0
"240.13579 Da 43.10 s",0.72,241.14307,,,3302.0,3020.0,2076.0,2320.0,2130.0,1948.0
"259.17797 Da 43.59 s",0.73,260.18524,,"C13H25NO4",1466.0,1352.0,1172.0,1372.0,1198.0,1212.0
"338.17084 Da 44.02 s",0.73,339.17812,,,3078.0,3422.0,2172.0,2276.0,2378.0,1786.0
"336.15468 Da 44.30 s",0.74,337.16195,,,5182.0,5608.0,3626.0,4220.0,4970.0,4076.0
"394.15976 Da 44.24 s",0.74,395.16703,,"C24H26O3S",3096.0,3406.0,1838.0,2982.0,2626.0,1906.0
"376.22407 Da 42.93 s",0.72,377.23135,,"C16H33N4O4P",1600.0,1608.0,922.0,1070.0,1420.0,1100.0
"186.08856 Da 43.30 s",0.72,187.09584,,,1580.0,1790.0,1294.0,1442.0,1968.0,1324.0
"410.22821 Da 44.44 s",0.74,411.23526,,"C18H30N6O5",2638.0,2706.0,1770.0,2166.0,2006.0,1750.0
"348.19137 Da 44.18 s",0.74,349.19865,,"C24H28S",2246.0,2222.0,1832.0,1696.0,1790.0,1316.0
"368.21792 Da 45.13 s",0.75,369.22520,,"C14H41O4PS2",2102.0,0.0,0.0,0.0,1464.0,1062.0
"370.16047 Da 43.65 s",0.73,371.16775,,,1934.0,2234.0,1568.0,1560.0,1554.0,1070.0
"510.28180 Da 43.67 s",0.73,511.28907,,"C17H42N12S3",1504.0,1936.0,1138.0,1430.0,1278.0,866.0
"390.16490 Da 43.74 s",0.73,391.17218,,"C17H30N2O4S2",1472.0,1312.0,1296.0,1428.0,1722.0,1388.0
"522.28074 Da 44.74 s",0.75,523.28802,,"C16H44N8O7P2",2574.0,2212.0,1570.0,1656.0,1734.0,1126.0
"236.10285 Da 45.01 s",0.75,237.11012,,"C9H12N6O2",2260.0,2340.0,2162.0,2334.0,2358.0,2572.0
"394.23323 Da 44.20 s",0.74,395.24051,,"C26H34OS",1676.0,1580.0,998.0,1176.0,1336.0,886.0
"524.29631 Da 44.48 s",0.74,525.30359,,"C25H52N2OS4",2324.0,2040.0,1406.0,1660.0,1574.0,1404.0
"280.13026 Da 46.29 s",0.77,281.13753,,"C15H20O5",6672.0,6994.0,4870.0,5362.0,4946.0,4032.0
"580.28639 Da 44.04 s",0.73,581.29366,,"C19H40N12O7S",1588.0,1452.0,1204.0,1280.0,1204.0,1016.0
"408.24897 Da 44.14 s",0.74,409.25625,,"C12H32N12O2S",1560.0,0.0,1032.0,1090.0,1000.0,0.0
"264.13428 Da 44.40 s",0.74,265.14156,,,2194.0,2174.0,2306.0,0.0,0.0,0.0
"542.27176 Da 43.67 s",0.73,543.27903,,,1268.0,1216.0,754.0,980.0,1108.0,668.0
"238.15569 Da 44.29 s",0.74,239.16297,,,1608.0,1622.0,1108.0,1228.0,1372.0,976.0
"350.20697 Da 44.60 s",0.74,351.21424,,"C24H30S",2188.0,1850.0,1182.0,1548.0,1382.0,1258.0
"506.24969 Da 44.56 s",0.74,507.25696,,"C24H38N6O2S2",1682.0,1498.0,1232.0,1082.0,1220.0,1276.0
"306.18098 Da 44.39 s",0.74,307.18825,,"C14H22N6O2",1940.0,1874.0,1308.0,1424.0,1466.0,1106.0
"293.16110 Da 45.25 s",0.75,294.16838,,"C10H24N5O3P",1962.0,1622.0,2208.0,2154.0,2234.0,2554.0
"278.14900 Da 44.29 s",0.74,279.15627,,,2224.0,2542.0,2434.0,2344.0,2292.0,2378.0
"482.21171 Da 43.73 s",0.73,483.21899,,"C22H35N4O4PS",2124.0,2170.0,1390.0,1716.0,1930.0,1308.0
"323.17266 Da 45.20 s",0.75,324.17994,,"C11H26N5O4P",1000.0,1026.0,1056.0,1002.0,1276.0,854.0
"232.10814 Da 45.38 s",0.76,233.11541,,,968.0,950.0,1136.0,1262.0,936.0,1068.0
"222.08715 Da 44.55 s",0.74,223.09443,,"C8H10N6O2",1886.0,1526.0,1604.0,1534.0,1570.0,1260.0
"248.13964 Da 44.24 s",0.74,249.14692,,,1308.0,1420.0,1280.0,1246.0,1370.0,1118.0
"320.19706 Da 44.43 s",0.74,321.20434,,"C13H29N4O3P",1178.0,1146.0,986.0,1038.0,1034.0,914.0
"262.11904 Da 45.13 s",0.75,263.12631,,"C9H19N4O3P",1404.0,1496.0,1386.0,1782.0,1608.0,1430.0
"274.11806 Da 45.60 s",0.76,275.12533,,"C9H23O7P",850.0,1032.0,890.0,840.0,900.0,1050.0
"206.12884 Da 47.10 s",0.79,207.13612,,,1864.0,1570.0,1818.0,2052.0,1832.0,1876.0
"262.15477 Da 45.62 s",0.76,263.16205,,"C12H18N6O",1962.0,1508.0,1960.0,1798.0,1908.0,1708.0
"290.14990 Da 46.45 s",0.77,291.15718,,"C13H18N6O2",1424.0,1290.0,1390.0,1432.0,1476.0,1260.0
"264.17055 Da 46.27 s",0.77,265.17783,,"C12H20N6O",1418.0,0.0,1036.0,0.0,1400.0,1134.0
"452.17629 Da 47.46 s",0.79,453.18357,,"C19H29N6O3PS",20744.0,19628.0,23586.0,18102.0,21668.0,18010.0
"504.17416 Da 46.64 s",0.78,505.18144,,"C17H44O6S5",950.0,970.0,1106.0,1136.0,1274.0,1184.0
"478.19809 Da 48.42 s",0.81,479.20537,,"C22H31N4O6P",934.0,962.0,1388.0,1282.0,1300.0,1170.0
"312.22778 Da 46.74 s",0.78,313.23506,,"C14H28N6O2",956.0,1192.0,1072.0,998.0,960.0,1108.0
"414.20456 Da 48.35 s",0.81,437.19238,,"C21H22N10",128780.0,123814.0,161474.0,149146.0,142612.0,166922.0
"276.13336 Da 47.93 s",0.80,277.14068,,"C12H16N6O2",31438.0,30028.0,32572.0,35982.0,35096.0,34196.0
"323.13429 Da 47.78 s",0.80,324.14157,,"C12H17N7O4",9166.0,9074.0,9798.0,11102.0,9842.0,9494.0
"244.07101 Da 47.93 s",0.80,245.07829,,"C10H8N6O2",6222.0,6870.0,7708.0,7062.0,7806.0,7126.0
"378.23814 Da 47.82 s",0.80,379.24542,,"C26H34S",1374.0,1758.0,808.0,1010.0,854.0,858.0
"450.16585 Da 48.69 s",0.81,451.17312,,"C15H22N12O3S",1060.0,1150.0,1206.0,1288.0,1206.0,1070.0
"332.16001 Da 49.03 s",0.82,333.16728,,"C12H29O8P",1468.0,1556.0,1292.0,1354.0,1192.0,1014.0
"197.17806 Da 48.80 s",0.81,198.18534,,"C12H23NO",1338.0,1170.0,1448.0,1366.0,1124.0,1178.0
"246.12397 Da 49.11 s",0.82,247.13124,,,954.0,880.0,954.0,1048.0,880.0,1042.0
"260.13867 Da 49.15 s",0.82,261.14595,,"C12H16N6O",1228.0,1456.0,1440.0,1552.0,1326.0,1290.0
"212.14047 Da 50.39 s",0.84,195.13786,,"C12H20O3",9126.0,9274.0,9636.0,10644.0,10586.0,9648.0
"254.15150 Da 50.28 s",0.84,255.15878,,"C14H22O4",17344.0,15692.0,14758.0,17898.0,16596.0,15564.0
"334.21210 Da 49.69 s",0.83,335.21937,,"C16H26N6O2",1876.0,1822.0,1102.0,1428.0,1330.0,1174.0
"414.20325 Da 49.73 s",0.83,415.21053,,"C21H22N10",42012.0,38850.0,32968.0,36356.0,37080.0,33670.0
"322.17540 Da 50.27 s",0.84,323.18267,,"C22H26S",3070.0,2406.0,2280.0,2352.0,2556.0,2436.0
"278.18621 Da 51.02 s",0.85,279.19348,,"C13H22N6O",1192.0,1122.0,1024.0,1186.0,1046.0,780.0
"148.01584 Da 51.41 s",0.86,149.02311,,"C8H4O3",1286.0,1382.0,1256.0,1266.0,1506.0,1114.0
"336.22773 Da 51.42 s",0.86,337.23500,,"C16H28N6O2",1210.0,1070.0,704.0,834.0,844.0,636.0
"258.12301 Da 51.48 s",0.86,259.13029,,"C12H14N6O",1000.0,1058.0,1230.0,1026.0,972.0,920.0
"235.13350 Da 52.33 s",0.87,236.14077,,,9962.0,9130.0,10622.0,11220.0,10628.0,10368.0
"157.14635 Da 52.70 s",0.88,158.15363,,"C9H19NO",1366.0,1530.0,1798.0,2014.0,1438.0,1368.0
"226.07599 Da 52.89 s",0.88,227.08327,,"C11H15O3P",1424.0,1716.0,1746.0,2242.0,2390.0,2000.0
"348.05228 Da 53.63 s",0.89,349.05956,,"C6H16N6O7S2",1850.0,1164.0,508.0,834.0,572.0,0.0
"396.19333 Da 53.99 s",0.90,397.20061,,"C16H32N2O7S",1944.0,1626.0,1494.0,1664.0,1490.0,1516.0
"406.17594 Da 54.40 s",0.91,407.18322,,"C14H22N12OS",1528.0,1408.0,1782.0,1516.0,1570.0,1436.0
"420.19090 Da 54.49 s",0.91,421.19818,,"C22H24N6O3",1890.0,1630.0,1926.0,2250.0,1964.0,1612.0
"344.08037 Da 55.42 s",0.92,345.08674,,"C20H12N2O4",4604.0,4910.0,5046.0,5000.0,5296.0,5418.0
"358.23306 Da 55.17 s",0.92,359.24034,,"C23H34OS",1534.0,1518.0,1488.0,1376.0,1384.0,1386.0
"439.40175 Da 56.98 s",0.95,440.40903,,"C27H53NO3",177690.0,170766.0,194708.0,195248.0,198478.0,187050.0
"298.15443 Da 58.20 s",0.97,299.16170,,"C15H18N6O",3304.0,2694.0,3104.0,3072.0,2890.0,2790.0
"220.10879 Da 56.35 s",0.94,221.11606,,,2890.0,2398.0,2764.0,2760.0,3186.0,2520.0
"276.17145 Da 57.08 s",0.95,277.17873,,,1818.0,1532.0,1550.0,1308.0,1452.0,1430.0
"230.12834 Da 56.63 s",0.94,231.13562,,"C11H14N6",1536.0,1438.0,1492.0,1502.0,1446.0,1372.0
"464.21825 Da 57.29 s",0.95,465.22553,,"C14H37N6O7PS",1610.0,1336.0,1614.0,1518.0,1416.0,1356.0
"418.17557 Da 57.77 s",0.96,419.18285,,"C19H31O8P",4358.0,3800.0,4870.0,4620.0,4976.0,4270.0
"432.17045 Da 57.84 s",0.96,433.17773,,,1704.0,1512.0,1740.0,1732.0,1680.0,1528.0
"376.25858 Da 57.98 s",0.97,377.26586,,"C19H32N6O2",1006.0,1096.0,0.0,848.0,732.0,0.0
"164.08369 Da 58.13 s",0.97,165.09096,,"C10H12O2",1036.0,808.0,1048.0,1026.0,992.0,910.0
"220.14607 Da 58.98 s",0.98,243.13558,,"C14H20O2",7942.0,6986.0,8662.0,9904.0,8006.0,6812.0
"208.14628 Da 58.86 s",0.98,209.15356,,"C13H20O2",3580.0,3348.0,3444.0,3436.0,3564.0,3378.0
"364.12839 Da 59.25 s",0.99,365.13567,,"C18H16N6O3",2778.0,2222.0,796.0,1746.0,1118.0,0.0
"296.19847 Da 58.48 s",0.97,297.20574,,"C17H28O4",1378.0,1346.0,1360.0,1340.0,1344.0,1344.0
"390.18062 Da 61.18 s",1.02,391.18790,,"C18H31O7P",1380.0,1566.0,2088.0,1892.0,2120.0,1822.0
"360.22741 Da 62.76 s",1.05,361.23469,,"C18H28N6O2",1816.0,1634.0,2086.0,2196.0,2012.0,2958.0
"266.16465 Da 62.82 s",1.05,289.15379,,"C12H27O4P",7108.0,13022.0,13456.0,20076.0,10480.0,12648.0
"210.10209 Da 62.87 s",1.05,211.10937,,"C8H19O4P",1768.0,2792.0,2752.0,4688.0,2674.0,3358.0
"292.20160 Da 62.91 s",1.05,293.20887,,"C14H24N6O",1790.0,1822.0,1324.0,1564.0,1110.0,1398.0
"300.13353 Da 63.74 s",1.06,301.14081,,"C14H16N6O2",5330.0,5112.0,10110.0,3686.0,4242.0,5354.0
"148.01550 Da 63.95 s",1.07,149.02278,,,2764.0,2292.0,2842.0,1828.0,1856.0,1664.0
"368.19891 Da 63.59 s",1.06,369.20619,,"C23H28O4",2186.0,2108.0,2594.0,2368.0,2264.0,2246.0
"218.13066 Da 63.87 s",1.06,219.13793,,"C14H18O2",3312.0,2912.0,2932.0,3002.0,3090.0,3556.0
"539.41907 Da 65.43 s",1.09,540.42474,,"C28H49N11",115602.0,108564.0,114504.0,137504.0,116154.0,139610.0
"712.41330 Da 67.14 s",1.12,713.41987,,"C32H56N8O10",17288.0,23054.0,25134.0,21812.0,30780.0,27550.0
"640.42995 Da 67.86 s",1.13,641.43723,"L-Prolinamide, N,N-dimethyl-L-valyl-L-valyl-N-methyl- L-valyl-L-prolyl-N-_phenylmethyl_-, hydrochloride","C35H56N6O5",2954.0,3076.0,3178.0,3336.0,0.0,3514.0
"421.39157 Da 64.86 s",1.08,422.39885,,"C27H51NO2",14820.0,14158.0,15890.0,16848.0,16026.0,16014.0
"485.44527 Da 65.50 s",1.09,486.45254,,"C22H59N7O2S",930.0,908.0,1134.0,1218.0,954.0,936.0
"640.43060 Da 71.59 s",1.19,321.22257,,"C26H66N4O9P2",2028.0,1860.0,1598.0,1798.0,1994.0,2224.0
"712.41525 Da 70.04 s",1.17,357.21490,,"C37H56N6O8",8108.0,7528.0,7504.0,7364.0,7608.0,9902.0
"467.43297 Da 70.53 s",1.18,468.44024,,"C29H57NO3",101084.0,106318.0,112326.0,124550.0,128470.0,147118.0
"268.20168 Da 71.27 s",1.19,269.20895,,"C12H24N6O",960.0,950.0,1070.0,1036.0,788.0,634.0
"312.22762 Da 71.80 s",1.20,313.23489,,"C14H28N6O2",2388.0,2050.0,1558.0,2004.0,1212.0,1240.0
"424.20696 Da 72.89 s",1.21,425.21424,,"C18H28N6O6",1264.0,974.0,870.0,820.0,0.0,3522.0
"553.43339 Da 73.50 s",1.23,554.44034,,"C29H51N11",53102.0,51200.0,55268.0,57178.0,53320.0,52096.0
"292.11992 Da 77.03 s",1.28,293.12720,,"C10H28O3S3",1014.0,990.0,1054.0,966.0,992.0,842.0
"312.18533 Da 78.50 s",1.31,335.17433,,"C17H29O3P",9232.0,8538.0,9076.0,8688.0,8852.0,7836.0
"270.13900 Da 79.21 s",1.32,271.14627,,"C14H23O3P",4494.0,4774.0,4498.0,4598.0,4934.0,4378.0
"308.19677 Da 79.66 s",1.33,309.20405,,"C14H24N6O2",870.0,972.0,1128.0,1208.0,858.0,1394.0
"280.24025 Da 82.12 s",1.37,281.24752,,"C18H32O2",1124.0,1128.0,880.0,970.0,1002.0,864.0
"598.38355 Da 82.52 s",1.38,300.19905,,"C23H60N4O9P2",2482.0,2776.0,3678.0,3832.0,4156.0,3890.0
"320.23256 Da 83.73 s",1.40,321.23984,,"C16H28N6O",1328.0,1364.0,1402.0,1346.0,1394.0,1138.0
"598.38202 Da 85.74 s",1.43,599.38929,,"C25H55N6O8P",9530.0,10290.0,10982.0,11900.0,11824.0,11398.0
"449.42308 Da 84.41 s",1.41,450.43036,,"C29H55NO2",7790.0,8158.0,7992.0,8650.0,0.0,8166.0
"530.26668 Da 87.16 s",1.45,553.25540,,"C27H39N4O5P",10118.0,9664.0,10326.0,10474.0,9408.0,9534.0
"484.35147 Da 98.89 s",1.65,485.35875,,"C26H48N2O6",0.0,0.0,1446.0,1718.0,2274.0,2084.0
"603.44827 Da 99.82 s",1.66,604.45555,,"C22H66N7O7PS",1498.0,1290.0,1868.0,1634.0,1776.0,1376.0
"581.46440 Da 99.91 s",1.67,582.47168,,"C31H55N11",27122.0,25524.0,27322.0,27312.0,28206.0,26058.0
"764.62596 Da 104.22 s",1.74,383.32026,,"C26H76N20O6",0.0,0.0,0.0,1460.0,2482.0,2144.0
"764.62785 Da 111.80 s",1.86,765.63513,,,0.0,878.0,1000.0,1080.0,1076.0,1186.0
"484.35117 Da 113.19 s",1.89,485.35844,,"C26H48N2O6",1662.0,1770.0,1730.0,1962.0,1480.0,1454.0
"764.62581 Da 115.85 s",1.93,383.32018,,"C27H72N24O2",1492.0,1814.0,1618.0,1764.0,1658.0,1712.0
"722.58350 Da 127.53 s",2.13,362.29903,,,0.0,0.0,1080.0,1162.0,1134.0,1380.0
"330.27686 Da 131.49 s",2.19,353.26600,,"C19H38O4",10418.0,5998.0,7798.0,7144.0,5538.0,2386.0
"722.58084 Da 131.19 s",2.19,723.58812,,"C24H66N24O2",0.0,898.0,1038.0,1374.0,1318.0,1332.0
"478.27019 Da 144.96 s",2.42,479.27747,,"C16H43N6O6PS",1138.0,1030.0,1198.0,1160.0,964.0,1022.0
"456.27936 Da 160.49 s",2.67,457.28663,,"C28H41O3P",2670.0,2384.0,2362.0,2412.0,2552.0,2174.0
"478.26563 Da 162.90 s",2.72,479.27290,,"C21H34N8O5",2814.0,2708.0,2770.0,3004.0,2764.0,2734.0
"378.27248 Da 169.48 s",2.82,379.27975,,"C18H38N2O6",1008.0,944.0,1038.0,1226.0,976.0,1010.0
"488.30575 Da 174.78 s",2.91,489.31303,,"C29H45O4P",1992.0,1932.0,2040.0,1916.0,1962.0,2040.0
"510.28788 Da 175.53 s",2.93,511.29516,,"C24H48O7P2",2862.0,2836.0,2868.0,3140.0,3148.0,3178.0
"359.18031 Da 176.05 s",2.93,360.18759,,"C14H25N5O6",828.0,926.0,1108.0,1042.0,950.0,1072.0
"514.32074 Da 180.22 s",3.00,537.30988,,"C26H42N8OS",18056.0,16572.0,18822.0,19100.0,18104.0,16358.0
"550.42780 Da 178.25 s",2.97,551.43392,,"C32H59N2O3P",10988.0,9386.0,11630.0,12364.0,12014.0,11148.0
"256.24025 Da 179.24 s",2.99,257.24744,,"C16H32O2",12132.0,0.0,11270.0,12166.0,11540.0,10456.0
"312.19758 Da 178.33 s",2.97,295.19414,,"C14H32O5S",18262.0,18166.0,20648.0,21870.0,20568.0,20036.0
"318.21276 Da 178.48 s",2.97,341.19977,,"C12H35N2O3PS",5978.0,6068.0,6608.0,7042.0,7176.0,6842.0
"609.46518 Da 178.34 s",2.97,610.47246,,"C26H55N15O2",2840.0,2690.0,2982.0,2932.0,2794.0,3228.0
"412.22392 Da 178.38 s",2.97,413.23119,,"C19H33N4O4P",2486.0,1930.0,1956.0,1944.0,1860.0,2168.0
"371.19690 Da 180.41 s",3.01,372.20418,,"C19H25N5O3",4530.0,4500.0,4522.0,5008.0,4202.0,4270.0
"337.24681 Da 179.00 s",2.98,338.25409,,"C16H35NO6",1628.0,1300.0,1548.0,1364.0,1294.0,1150.0
"335.21375 Da 179.39 s",2.99,336.22102,,"C17H29N5S",2446.0,2574.0,2620.0,3110.0,3024.0,2954.0
"394.21301 Da 179.09 s",2.98,395.22028,,"C19H31N4O3P",4426.0,4482.0,4464.0,3498.0,4028.0,4074.0
"353.22422 Da 177.49 s",2.96,354.23150,,"C17H31N5OS",6552.0,6962.0,7050.0,7476.0,7214.0,7090.0
"353.18611 Da 178.16 s",2.97,354.19338,,"C19H23N5O2",9594.0,9062.0,9086.0,9122.0,9088.0,8566.0
"278.21031 Da 178.04 s",2.97,279.21759,,"C15H34S2",1166.0,1054.0,1318.0,1252.0,1298.0,976.0
"319.23637 Da 179.01 s",2.98,320.24364,,"C17H37NS2",1088.0,1366.0,1224.0,1218.0,1066.0,1084.0
"377.19048 Da 179.42 s",2.99,378.19776,,"C14H35NO6S2",870.0,716.0,1110.0,908.0,862.0,1018.0
