"Bucket label","RT","m/z","Name","Formula","2020020_TTP_SILS2665_RA1_1_23 _merged_","2020020_TTP_SILS2666_RA2_1_23 _merged_","2020020_TTP_SILS2667_RA3_1_23 _merged_","2020020_TTP_SILS2668_RA4_1_23 _merged_","2020020_TTP_SILS2669_RA5_1_239 _merged_","2020020_TTP_SILS2670_RA6_1_238 _merged_"
"339.35181 Da 1143.69 s",19.06,340.35908,,,1654.0,688.0,280.0,140.0,0.0,416.0
"195.05626 Da 1146.15 s",19.10,196.06353,,,0.0,0.0,0.0,1086.0,0.0,424.0
"777.54674 Da 1146.91 s",19.12,778.55402,,"C39H87NO5S4",0.0,0.0,0.0,0.0,0.0,1108.0
"771.58905 Da 1146.91 s",19.12,772.59633,,,0.0,0.0,0.0,0.0,0.0,1306.0
"272.15952 Da 1149.36 s",19.16,273.16680,,"C10H20N6O3",1176.0,0.0,1170.0,1068.0,0.0,1370.0
"592.50765 Da 1149.72 s",19.16,593.51493,,"C38H72S2",0.0,0.0,0.0,0.0,0.0,1206.0
"610.17915 Da 1152.12 s",19.20,611.18643,,"C21H40O16P2",0.0,0.0,0.0,0.0,1344.0,0.0
"772.51172 Da 1152.98 s",19.22,773.51900,,"C27H68N18O4S2",0.0,0.0,2250.0,0.0,0.0,0.0
"767.55772 Da 1153.54 s",19.23,768.56499,,"C42H78N3O7P",0.0,0.0,1032.0,0.0,0.0,0.0
"185.05072 Da 1156.67 s",19.28,186.05799,,"C8H11NO2S",0.0,0.0,994.0,0.0,1104.0,0.0
"225.17275 Da 1161.69 s",19.36,226.18003,,"C13H23NO2",974.0,1072.0,1014.0,1112.0,0.0,0.0
"506.42937 Da 1163.27 s",19.39,507.43665,,"C27H58N2O6",754.0,1186.0,976.0,422.0,190.0,0.0
"255.29277 Da 1164.32 s",19.41,256.30004,"N-Methyldioctylamine","C17H37N",4258.0,4044.0,4144.0,4026.0,4538.0,3900.0
"240.17215 Da 1164.48 s",19.41,241.17943,,"C14H24O3",1184.0,0.0,56.0,0.0,0.0,156.0
"169.10992 Da 1165.06 s",19.42,170.11720,,"C9H15NO2",0.0,1112.0,1040.0,1176.0,0.0,1040.0
"556.30531 Da 1165.15 s",19.42,279.15993,,,0.0,0.0,0.0,0.0,1850.0,0.0
"112.12539 Da 1165.53 s",19.43,113.13266,,"C8H16",970.0,1420.0,814.0,1056.0,650.0,586.0
"714.60780 Da 1166.17 s",19.44,358.31118,,,1228.0,0.0,0.0,0.0,0.0,0.0
"70.07810 Da 1167.13 s",19.45,71.08538,,,3984.0,9936.0,2634.0,2466.0,1910.0,2192.0
"80.06239 Da 1168.15 s",19.47,81.06966,,"C6H8",4656.0,5104.0,3816.0,3780.0,4294.0,4010.0
"56.02586 Da 1169.24 s",19.49,57.03314,,,2500.0,2578.0,2368.0,2366.0,2066.0,1850.0
"460.40635 Da 1169.27 s",19.49,461.41362,,"C18H52N8O5",0.0,526.0,1276.0,1064.0,380.0,162.0
"182.20346 Da 1169.50 s",19.49,183.21074,,"C13H26",1670.0,2770.0,2344.0,842.0,0.0,406.0
"367.38271 Da 1170.56 s",19.51,368.38999,,,0.0,226.0,2812.0,706.0,618.0,364.0
"58.04164 Da 1170.61 s",19.51,59.04892,,,0.0,1940.0,0.0,0.0,838.0,0.0
"52.03066 Da 1170.61 s",19.51,53.03794,,,0.0,1070.0,428.0,268.0,250.0,392.0
"126.14133 Da 1170.61 s",19.51,127.14861,,,302.0,1002.0,350.0,0.0,0.0,0.0
"269.27190 Da 1171.97 s",19.53,270.27918,,"C17H35NO",1538.0,1588.0,1478.0,1474.0,1452.0,1358.0
"264.18543 Da 1172.68 s",19.54,265.19270,,"C13H29O3P",3024.0,4458.0,3270.0,1374.0,844.0,900.0
"121.08899 Da 1173.73 s",19.56,122.09627,,"C8H11N",5756.0,6402.0,6546.0,5616.0,6512.0,6870.0
"101.12023 Da 1174.26 s",19.57,102.12751,,"C6H15N",562.0,1190.0,956.0,1364.0,980.0,1486.0
"73.08903 Da 1174.54 s",19.58,74.09631,"Diethylamine","C4H11N",1672.0,1768.0,2510.0,2382.0,2242.0,2280.0
"66.04669 Da 1174.56 s",19.58,67.05396,,"C5H6",0.0,1614.0,1622.0,818.0,0.0,0.0
"84.09360 Da 1174.56 s",19.58,85.10088,,,856.0,1792.0,1292.0,254.0,254.0,338.0
"54.04648 Da 1174.56 s",19.58,55.05375,,,694.0,3442.0,2420.0,684.0,0.0,676.0
"59.07328 Da 1174.88 s",19.58,60.08056,,,1146.0,1218.0,1484.0,1324.0,1296.0,1308.0
"386.21814 Da 1176.46 s",19.61,194.11635,,,0.0,0.0,2174.0,2272.0,0.0,0.0
"130.95395 Da 1177.50 s",19.63,131.96123,,,1518.0,1512.0,1302.0,1074.0,1064.0,1064.0
"57.05764 Da 1177.77 s",19.63,58.06492,,,940.0,0.0,3348.0,0.0,1238.0,1292.0
"58.05281 Da 1177.96 s",19.63,59.06009,,,2478.0,2176.0,3020.0,2316.0,3064.0,2492.0
"662.44982 Da 1178.02 s",19.63,663.45710,,,0.0,0.0,0.0,0.0,0.0,2184.0
"55.04189 Da 1178.52 s",19.64,56.04917,,,644.0,572.0,1224.0,772.0,0.0,624.0
"68.03716 Da 1179.00 s",19.65,69.04443,,,2258.0,2174.0,2068.0,1826.0,2360.0,2308.0
"491.44838 Da 1179.75 s",19.66,492.45566,,"C27H61N3O2S",2000.0,3608.0,2164.0,956.0,182.0,0.0
"143.97439 Da 1180.46 s",19.67,144.98166,,,1364.0,1338.0,1168.0,1220.0,1094.0,1224.0
"492.45227 Da 1180.74 s",19.68,493.45954,,"C28H56N6O",886.0,1296.0,808.0,0.0,0.0,0.0
"312.26765 Da 1181.50 s",19.69,313.27492,,,0.0,240.0,0.0,3236.0,446.0,0.0
"770.57561 Da 1181.50 s",19.69,771.58288,,"C40H82O13",0.0,0.0,0.0,1000.0,0.0,0.0
"272.15970 Da 1182.41 s",19.71,273.16697,,"C10H20N6O3",0.0,1156.0,1292.0,1158.0,1104.0,1288.0
"106.95855 Da 1182.57 s",19.71,107.96582,,,768.0,846.0,904.0,830.0,952.0,1024.0
"685.43357 Da 1182.57 s",19.71,686.44085,,"C35H63N3O8S",0.0,0.0,0.0,0.0,0.0,1084.0
"774.52839 Da 1183.19 s",19.72,775.53566,,"C32H75N10O7PS",0.0,0.0,0.0,6960.0,774.0,0.0
"356.14072 Da 1183.50 s",19.72,357.14800,,"C16H24N2O5S",1626.0,808.0,580.0,516.0,1102.0,0.0
"469.37685 Da 1183.79 s",19.73,470.38412,,"C20H59N3O2S3",1016.0,0.0,0.0,392.0,0.0,0.0
"177.11493 Da 1184.09 s",19.73,178.12220,"2-Methylmethcathinone","C11H15NO",1590.0,1500.0,1916.0,1592.0,1636.0,1622.0
"611.17805 Da 1184.30 s",19.74,612.18533,,"C28H38NO8PS2",0.0,0.0,0.0,0.0,130.0,1530.0
"183.88177 Da 1184.33 s",19.74,184.88904,,,1070.0,792.0,846.0,996.0,704.0,1256.0
"63.00828 Da 1185.41 s",19.76,64.01555,,,3650.0,2826.0,2792.0,3258.0,3698.0,5526.0
"71.07339 Da 1185.51 s",19.76,72.08066,,"C4H9N",4680.0,3868.0,5242.0,4552.0,5788.0,4590.0
"68.50946 Da 1185.59 s",19.76,69.51674,,,476.0,862.0,1148.0,1268.0,1140.0,934.0
"181.95425 Da 1185.61 s",19.76,182.96153,,,4632.0,3192.0,3848.0,2986.0,2816.0,3662.0
"67.97487 Da 1185.76 s",19.76,68.98214,,,2366.0,3452.0,2218.0,3030.0,3476.0,3070.0
"130.02303 Da 1185.81 s",19.76,66.01879,,,3626.0,0.0,5908.0,0.0,5560.0,2912.0
"99.96164 Da 1185.98 s",19.77,50.98810,,,1398.0,1638.0,1586.0,1714.0,0.0,2318.0
"147.01494 Da 1185.98 s",19.77,74.51475,,,0.0,0.0,4592.0,2646.0,0.0,3010.0
"61.01685 Da 1186.00 s",19.77,62.02413,,,3868.0,3392.0,0.0,3066.0,0.0,0.0
"109.01313 Da 1186.01 s",19.77,55.51384,,,1828.0,0.0,2384.0,2018.0,2890.0,2070.0
"73.50738 Da 1186.01 s",19.77,74.51466,,,3354.0,2918.0,0.0,0.0,2912.0,0.0
"251.85172 Da 1186.01 s",19.77,252.85900,,,1698.0,1336.0,1332.0,1804.0,1244.0,1296.0
"132.02898 Da 1186.01 s",19.77,67.02177,,,0.0,0.0,0.0,0.0,0.0,5576.0
"61.51709 Da 1186.09 s",19.77,62.52436,,,882.0,860.0,1190.0,1046.0,1002.0,792.0
"69.98402 Da 1186.09 s",19.77,70.99130,,,0.0,0.0,0.0,1572.0,0.0,0.0
"545.82019 Da 1186.09 s",19.77,273.91737,,,0.0,0.0,0.0,0.0,1468.0,0.0
"290.88182 Da 1186.16 s",19.77,291.88909,,,3016.0,2056.0,2344.0,2606.0,2976.0,3214.0
"122.03352 Da 1186.18 s",19.77,62.02404,,,0.0,0.0,4088.0,0.0,3830.0,3942.0
"104.01975 Da 1186.19 s",19.77,53.01715,,,1626.0,2510.0,1868.0,2230.0,2308.0,2388.0
"70.93296 Da 1186.25 s",19.77,71.94024,,,1722.0,2028.0,1678.0,2606.0,1568.0,1544.0
"272.90945 Da 1186.25 s",19.77,273.91673,,,1136.0,1324.0,1498.0,1870.0,0.0,1496.0
"139.98820 Da 1186.39 s",19.77,140.99548,,,1558.0,1670.0,1832.0,2224.0,1898.0,2064.0
"59.50445 Da 1186.41 s",19.77,60.51173,,,1736.0,1804.0,2750.0,1900.0,1832.0,2240.0
"54.50666 Da 1186.44 s",19.77,55.51394,,,0.0,1998.0,0.0,0.0,0.0,0.0
"139.95337 Da 1186.44 s",19.77,140.96065,,,998.0,1334.0,1058.0,1164.0,996.0,1430.0
"98.96162 Da 1186.50 s",19.77,99.96889,,,6344.0,5726.0,5856.0,4750.0,5514.0,5862.0
"50.97764 Da 1186.56 s",19.78,51.98492,,,2054.0,1342.0,1902.0,2448.0,1936.0,1806.0
"56.92729 Da 1186.60 s",19.78,57.93457,,,187036.0,167836.0,163468.0,164422.0,163818.0,159326.0
"101.94677 Da 1186.64 s",19.78,102.95404,,,858.0,736.0,948.0,648.0,702.0,1236.0
"116.95183 Da 1186.67 s",19.78,117.95910,,,1320.0,1182.0,722.0,1074.0,1282.0,958.0
"74.00387 Da 1186.67 s",19.78,75.01114,,,908.0,854.0,946.0,796.0,1078.0,1084.0
"165.97943 Da 1186.69 s",19.78,83.99699,,,5344.0,7218.0,5482.0,5694.0,4858.0,6152.0
"155.98388 Da 1186.69 s",19.78,78.99922,,,11720.0,10322.0,9200.0,9160.0,9554.0,10380.0
"169.86784 Da 1186.70 s",19.78,85.94120,,,0.0,0.0,0.0,2078.0,0.0,0.0
"73.93008 Da 1186.74 s",19.78,74.93736,,,11274.0,0.0,8256.0,7402.0,7148.0,7660.0
"153.95935 Da 1186.77 s",19.78,154.96663,,,2034.0,1276.0,1070.0,1386.0,1232.0,1280.0
"58.92276 Da 1186.79 s",19.78,59.93004,,,71384.0,65570.0,66004.0,63600.0,60332.0,63900.0
"183.97763 Da 1186.79 s",19.78,184.98491,,,4578.0,5548.0,3930.0,4370.0,4616.0,4834.0
"53.92979 Da 1186.79 s",19.78,54.93706,,,1224.0,1232.0,984.0,830.0,1042.0,660.0
"178.99900 Da 1186.85 s",19.78,90.50678,,,0.0,1964.0,1674.0,2730.0,1688.0,0.0
"199.89874 Da 1186.91 s",19.78,100.95664,,,4048.0,4148.0,3818.0,4696.0,3686.0,4172.0
"60.50163 Da 1186.91 s",19.78,61.50890,,,834.0,826.0,1492.0,1482.0,1214.0,1380.0
"96.99187 Da 1186.96 s",19.78,97.99915,,,1078.0,980.0,1450.0,1376.0,0.0,1182.0
"167.87793 Da 1186.97 s",19.78,84.94624,,,3726.0,2678.0,3772.0,2800.0,2920.0,3092.0
"147.86030 Da 1187.02 s",19.78,74.93743,,,0.0,10132.0,0.0,0.0,0.0,0.0
"273.91426 Da 1187.02 s",19.78,137.96441,,,0.0,1134.0,0.0,0.0,0.0,0.0
"87.94537 Da 1187.21 s",19.79,88.95265,,,738.0,700.0,698.0,644.0,818.0,1232.0
"301.88449 Da 1187.23 s",19.79,151.94952,,,0.0,964.0,904.0,774.0,1368.0,892.0
"167.90463 Da 1187.23 s",19.79,84.95959,,,27780.0,29458.0,31134.0,38910.0,37098.0,37098.0
"193.98561 Da 1187.23 s",19.79,98.00008,,"C8H2O6",0.0,0.0,0.0,0.0,1350.0,0.0
"134.98628 Da 1187.35 s",19.79,68.50041,,,8096.0,7062.0,8022.0,11786.0,9844.0,11380.0
"129.95199 Da 1187.36 s",19.79,130.95926,,,976.0,1070.0,968.0,1104.0,1196.0,742.0
"53.99087 Da 1187.42 s",19.79,54.99814,,,0.0,1150.0,0.0,1208.0,0.0,0.0
"152.94095 Da 1187.66 s",19.79,153.94823,,,916.0,1020.0,970.0,908.0,832.0,1182.0
"213.90994 Da 1187.73 s",19.80,214.91722,,,1312.0,2180.0,1766.0,1648.0,2072.0,2064.0
"106.97988 Da 1188.00 s",19.80,54.49722,,,0.0,0.0,30054.0,0.0,0.0,34370.0
"59.95019 Da 1188.09 s",19.80,60.95747,,,1492.0,1352.0,1292.0,1506.0,1692.0,1282.0
"138.01145 Da 1188.29 s",19.80,70.01300,,,2902.0,3178.0,3210.0,3900.0,4536.0,4710.0
"62.49526 Da 1188.36 s",19.81,63.50253,,,0.0,0.0,2222.0,3322.0,2338.0,0.0
"53.49000 Da 1188.36 s",19.81,54.49727,,,25560.0,26394.0,0.0,35292.0,35528.0,0.0
"110.97302 Da 1188.37 s",19.81,56.49379,,,0.0,0.0,974.0,1064.0,1298.0,1220.0
"57.49749 Da 1188.43 s",19.81,58.50476,,,3178.0,2918.0,3094.0,2914.0,3564.0,3524.0
"124.99083 Da 1188.46 s",19.81,63.50269,,,1730.0,2306.0,0.0,0.0,0.0,3006.0
"55.48654 Da 1188.52 s",19.81,56.49382,,,1132.0,1052.0,0.0,0.0,0.0,0.0
"50.48878 Da 1188.91 s",19.82,51.49606,,,1128.0,452.0,508.0,710.0,650.0,548.0
"150.94225 Da 1188.91 s",19.82,151.94953,,,1166.0,0.0,0.0,0.0,0.0,0.0
"242.87747 Da 1191.15 s",19.85,243.88474,,,1076.0,844.0,688.0,388.0,806.0,930.0
"53.00084 Da 1192.45 s",19.87,54.00812,,,7510.0,7262.0,7016.0,6484.0,8176.0,7550.0
"50.93212 Da 1192.62 s",19.88,51.93940,,,2568.0,2592.0,2398.0,3144.0,2584.0,2316.0
"112.95679 Da 1192.84 s",19.88,113.96407,,,966.0,928.0,1272.0,868.0,892.0,678.0
"144.92231 Da 1193.31 s",19.89,145.92959,,,1212.0,1272.0,1152.0,1046.0,1674.0,1598.0
"281.90252 Da 1193.37 s",19.89,141.95854,,,3790.0,0.0,0.0,0.0,0.0,0.0
"107.95425 Da 1194.15 s",19.90,108.96152,,,2678.0,2554.0,1920.0,2062.0,2322.0,2056.0
"59.97920 Da 1194.41 s",19.91,60.98648,,,1124.0,1894.0,1232.0,1356.0,1208.0,1662.0
"109.85335 Da 1194.42 s",19.91,55.93395,,,11968.0,12766.0,13028.0,11836.0,10442.0,0.0
"64.93332 Da 1194.43 s",19.91,65.94059,,,1106.0,1122.0,944.0,912.0,776.0,776.0
"54.92668 Da 1194.56 s",19.91,55.93396,,,0.0,0.0,0.0,0.0,0.0,12280.0
"71.92975 Da 1194.77 s",19.91,72.93703,,,9752.0,12158.0,10632.0,9212.0,8766.0,10018.0
"134.93799 Da 14.85 s",0.25,135.94527,,,1044.0,1962.0,958.0,1126.0,1560.0,1126.0
"74.01871 Da 15.09 s",0.25,75.02599,,,284.0,1130.0,336.0,500.0,482.0,166.0
"224.10228 Da 15.12 s",0.25,225.10956,,"C8H12N6O2",2344.0,4204.0,4668.0,5332.0,5268.0,4668.0
"184.97720 Da 15.33 s",0.26,185.98448,,,4984.0,6312.0,6558.0,7614.0,7084.0,6466.0
"265.11573 Da 15.46 s",0.26,266.12301,,"C10H19NO7",1622.0,1302.0,1466.0,1340.0,1666.0,1330.0
"202.12051 Da 15.53 s",0.26,203.12778,,"C10H18O4",1768.0,1082.0,1016.0,1374.0,1252.0,1066.0
"162.11574 Da 15.55 s",0.26,163.12302,,"C10H14N2",2088.0,1396.0,1102.0,1068.0,926.0,1138.0
"52.00555 Da 15.57 s",0.26,53.01283,,,1916.0,1636.0,2162.0,1854.0,1826.0,1776.0
"72.93760 Da 15.70 s",0.26,73.94487,,,1552.0,2158.0,2156.0,2156.0,2214.0,2014.0
"284.27133 Da 16.14 s",0.27,285.27860,,"C18H36O2",1036.0,0.0,0.0,0.0,0.0,0.0
"210.03698 Da 16.15 s",0.27,211.04426,,,1120.0,1230.0,1138.0,1178.0,1228.0,1300.0
"141.95418 Da 16.20 s",0.27,142.96146,,,1052.0,1274.0,1252.0,1018.0,1144.0,1342.0
"83.03695 Da 16.54 s",0.28,84.04423,,"C4H5NO",1068.0,1142.0,910.0,1058.0,892.0,1052.0
"71.92980 Da 16.83 s",0.28,72.93708,,,2500.0,3950.0,3502.0,3884.0,3992.0,4060.0
"54.92672 Da 17.14 s",0.29,55.93400,,,10114.0,12694.0,13158.0,12808.0,12926.0,0.0
"113.96401 Da 17.22 s",0.29,114.97129,,,502.0,806.0,476.0,346.0,1000.0,606.0
"56.06215 Da 17.43 s",0.29,57.06943,,,974.0,1076.0,882.0,0.0,682.0,804.0
"235.93098 Da 17.50 s",0.29,236.93826,,,1042.0,1060.0,1108.0,1340.0,1084.0,1268.0
"95.95343 Da 18.26 s",0.30,96.96070,,,1900.0,3868.0,3934.0,3460.0,1568.0,3810.0
"100.01574 Da 18.39 s",0.31,101.02301,,"C4H4O3",2898.0,2884.0,2384.0,2328.0,2190.0,1762.0
"284.27200 Da 18.95 s",0.32,285.27927,,"C18H36O2",1372.0,1080.0,0.0,0.0,1090.0,1156.0
"194.90444 Da 19.25 s",0.32,195.91171,,,1042.0,1310.0,1162.0,1286.0,1552.0,1256.0
"52.93136 Da 19.43 s",0.32,53.93863,,,978.0,1140.0,1440.0,1204.0,1122.0,1098.0
"185.94849 Da 19.86 s",0.33,186.95577,,,4798.0,8038.0,7322.0,8104.0,7816.0,8708.0
"162.93235 Da 21.22 s",0.35,163.93962,,,1302.0,1510.0,1346.0,1238.0,1328.0,1350.0
"116.92751 Da 22.21 s",0.37,117.93479,,,1204.0,2050.0,1644.0,1756.0,2120.0,1652.0
"144.92231 Da 23.01 s",0.38,145.92958,,,4880.0,5588.0,6176.0,7074.0,7034.0,6774.0
"58.04160 Da 23.61 s",0.39,59.04888,,,1776.0,0.0,0.0,0.0,988.0,818.0
"235.93104 Da 23.93 s",0.40,236.93832,,,1190.0,1302.0,1240.0,0.0,0.0,1792.0
"123.95387 Da 25.60 s",0.43,124.96115,,,658.0,0.0,826.0,726.0,760.0,1020.0
"162.11495 Da 26.50 s",0.44,163.12223,,,1968.0,0.0,1106.0,0.0,0.0,524.0
"557.85036 Da 29.21 s",0.49,558.85763,,,2022.0,0.0,2364.0,1568.0,1790.0,0.0
"246.88397 Da 27.64 s",0.46,247.89125,,,756.0,660.0,1112.0,876.0,1102.0,1008.0
"56.06211 Da 27.64 s",0.46,57.06939,,,1270.0,0.0,1006.0,806.0,702.0,0.0
"230.90787 Da 27.67 s",0.46,231.91514,,,1500.0,2236.0,1248.0,1242.0,1246.0,1030.0
"99.01672 Da 27.83 s",0.46,50.51563,,,3670.0,4994.0,4220.0,0.0,3802.0,3976.0
"109.01284 Da 27.97 s",0.47,55.51370,,,8616.0,9262.0,11960.0,7416.0,7646.0,0.0
"240.99202 Da 28.13 s",0.47,241.99930,,,2712.0,0.0,1816.0,1792.0,2140.0,818.0
"151.02910 Da 28.23 s",0.47,152.03638,,,806.0,1256.0,1358.0,1092.0,1280.0,524.0
"85.98545 Da 29.02 s",0.48,68.98216,,,147702.0,127828.0,152744.0,162724.0,133110.0,0.0
"412.86338 Da 28.81 s",0.48,413.87066,,"C9H3NO10S4",2322.0,2132.0,2076.0,1788.0,1822.0,1208.0
"109.00150 Da 29.10 s",0.48,110.00878,,,101996.0,79420.0,108008.0,143488.0,113024.0,49536.0
"130.02292 Da 28.89 s",0.48,66.01873,,,133290.0,123370.0,158712.0,144246.0,124046.0,81406.0
"52.01150 Da 29.42 s",0.49,53.01878,,,0.0,0.0,0.0,0.0,10038.0,0.0
"425.89235 Da 29.25 s",0.49,426.89963,,,4374.0,2004.0,4302.0,3450.0,3452.0,1478.0
"222.98148 Da 29.09 s",0.48,223.98875,,,15342.0,15128.0,17062.0,14480.0,13612.0,7274.0
"81.00639 Da 28.32 s",0.47,82.01367,,,0.0,19456.0,0.0,0.0,0.0,0.0
"130.99596 Da 29.67 s",0.49,132.00323,,,0.0,0.0,0.0,0.0,204.0,1252.0
"162.01297 Da 28.78 s",0.48,82.01376,,,26942.0,0.0,27656.0,27542.0,27296.0,13086.0
"181.95510 Da 28.90 s",0.48,182.96237,,,10986.0,8194.0,11110.0,8710.0,8674.0,4748.0
"199.96563 Da 28.71 s",0.48,200.97291,,,1976.0,1748.0,0.0,1210.0,0.0,744.0
"127.01219 Da 29.09 s",0.48,128.01946,,,1942.0,1732.0,1672.0,1672.0,1542.0,1058.0
"428.84062 Da 28.65 s",0.48,429.84790,,,1950.0,0.0,2040.0,2456.0,2592.0,2196.0
"128.03256 Da 28.78 s",0.48,129.03983,,,3298.0,3056.0,3824.0,3858.0,3760.0,1670.0
"155.00729 Da 29.61 s",0.49,156.01457,,"C3H9NO2S2",1024.0,0.0,0.0,0.0,0.0,0.0
"150.02804 Da 28.44 s",0.47,151.03532,,,4084.0,3684.0,0.0,4964.0,4198.0,2410.0
"61.97495 Da 28.46 s",0.47,62.98222,,,0.0,0.0,0.0,0.0,0.0,1310.0
"295.93544 Da 28.46 s",0.47,296.94272,,,1594.0,0.0,1600.0,1268.0,998.0,436.0
"70.94437 Da 29.73 s",0.50,71.95164,,,5130.0,1334.0,5108.0,7644.0,4640.0,3440.0
"124.97904 Da 28.57 s",0.48,125.98632,,,18896.0,6700.0,23972.0,31222.0,19568.0,15730.0
"267.94093 Da 28.68 s",0.48,268.94821,,,1664.0,1180.0,1066.0,660.0,1014.0,444.0
"409.91638 Da 28.75 s",0.48,410.92366,,"C13H4N2O8P2S",0.0,1114.0,1408.0,844.0,684.0,0.0
"101.96310 Da 29.67 s",0.49,84.95971,,,289740.0,79462.0,385974.0,580142.0,364222.0,237226.0
"175.95258 Da 30.13 s",0.50,214.91755,,,26572.0,8372.0,39092.0,47898.0,29172.0,30364.0
"216.97887 Da 30.21 s",0.50,239.96651,,,15390.0,6276.0,19506.0,18248.0,15600.0,10508.0
"419.89052 Da 30.32 s",0.51,442.87850,,,8328.0,0.0,9708.0,11134.0,5952.0,3846.0
"289.93308 Da 30.03 s",0.50,328.89801,,"C13H6S4",7158.0,2956.0,10362.0,10536.0,6374.0,5546.0
"329.92308 Da 29.32 s",0.49,330.93036,,"C10H3O9PS",816.0,456.0,1064.0,838.0,872.0,0.0
"55.95721 Da 28.82 s",0.48,56.96448,,,95518.0,39276.0,123844.0,137840.0,88862.0,85438.0
"317.92962 Da 31.73 s",0.53,318.93689,,,0.0,2020.0,998.0,1308.0,1808.0,1124.0
"69.00564 Da 28.82 s",0.48,70.01292,,,7810.0,2434.0,7520.0,11572.0,0.0,5000.0
"572.83154 Da 30.19 s",0.50,573.83882,,"C16H7N5O3S8",1694.0,0.0,0.0,0.0,0.0,0.0
"399.93009 Da 29.42 s",0.49,200.97232,,,0.0,0.0,0.0,0.0,1194.0,0.0
"347.86236 Da 30.05 s",0.50,348.86963,,,832.0,0.0,804.0,1358.0,830.0,0.0
"556.85412 Da 30.11 s",0.50,557.86140,,"C16H7N5O4S7",2036.0,834.0,2074.0,2464.0,1538.0,854.0
"83.96300 Da 28.96 s",0.48,84.97027,,,8542.0,0.0,12602.0,33000.0,10988.0,5194.0
"397.90018 Da 30.23 s",0.50,398.90745,,"C11H3N4O5PS3",2240.0,1028.0,1514.0,1786.0,0.0,700.0
"555.85269 Da 29.88 s",0.50,556.85996,,,3360.0,0.0,3502.0,3504.0,2770.0,0.0
"539.87412 Da 28.75 s",0.48,540.88139,,"C15H12N2O6S7",1648.0,966.0,1816.0,818.0,0.0,0.0
"120.00085 Da 29.18 s",0.49,61.00770,,,28910.0,14284.0,41434.0,49514.0,38190.0,34578.0
"162.99232 Da 30.05 s",0.50,82.50343,,,0.0,328.0,0.0,6662.0,0.0,1422.0
"90.00690 Da 28.86 s",0.48,91.01418,,,3070.0,2314.0,4608.0,0.0,2608.0,0.0
"256.96962 Da 29.75 s",0.50,257.97689,,"C4H8N3O4PS2",1082.0,570.0,1248.0,1226.0,1472.0,1016.0
"312.91492 Da 30.19 s",0.50,313.92220,,,2190.0,896.0,1628.0,1674.0,1338.0,1012.0
"573.82738 Da 30.19 s",0.50,574.83465,,"C12H7N4O9PS6",1486.0,0.0,0.0,2680.0,1546.0,0.0
"283.91782 Da 30.21 s",0.50,284.92509,,,1358.0,700.0,1206.0,1002.0,874.0,490.0
"571.82555 Da 30.27 s",0.50,572.83282,,,0.0,1164.0,3838.0,0.0,3184.0,1784.0
"95.98114 Da 29.08 s",0.48,96.98841,,,0.0,0.0,0.0,0.0,0.0,3298.0
"215.94298 Da 29.86 s",0.50,216.95025,,,2348.0,1736.0,2644.0,2988.0,2894.0,1808.0
"257.99080 Da 28.82 s",0.48,258.99807,,"C5H3N6O5P",990.0,152.0,1178.0,1090.0,1026.0,740.0
"144.01028 Da 29.00 s",0.48,145.01755,,,996.0,402.0,1474.0,1832.0,1002.0,1182.0
"413.87161 Da 29.81 s",0.50,414.87889,,"C8H6N4O4S6",1586.0,0.0,0.0,1404.0,0.0,0.0
"229.88196 Da 28.81 s",0.48,230.88923,,,648.0,498.0,166.0,1772.0,1152.0,562.0
"166.00550 Da 29.49 s",0.49,167.01278,,,1132.0,466.0,1210.0,1222.0,1114.0,1124.0
"169.05890 Da 28.76 s",0.48,170.06618,,,1572.0,1220.0,1620.0,1780.0,1522.0,934.0
"384.88963 Da 30.67 s",0.51,385.89691,,"C7H4N3O8PS3",666.0,0.0,0.0,0.0,1066.0,0.0
"113.98060 Da 28.98 s",0.48,114.98788,,,2000.0,1784.0,1778.0,2342.0,1792.0,842.0
"381.92111 Da 29.46 s",0.49,382.92839,,"C13H6N2O4S4",1030.0,616.0,1192.0,0.0,0.0,0.0
"191.93227 Da 29.08 s",0.48,192.93955,,,0.0,0.0,0.0,0.0,0.0,1374.0
"242.01196 Da 29.88 s",0.50,243.01923,,"C8H2N8S",1222.0,808.0,1102.0,1070.0,1072.0,516.0
"345.90093 Da 30.58 s",0.51,346.90821,,"C10H3O8PS2",1242.0,0.0,1304.0,1500.0,1160.0,640.0
"344.87106 Da 30.05 s",0.50,345.87834,,"C10H3NO3S5",680.0,0.0,842.0,1176.0,516.0,0.0
"78.01096 Da 29.32 s",0.49,79.01824,,,774.0,132.0,1500.0,0.0,866.0,704.0
"107.98062 Da 29.42 s",0.49,54.99759,,,1746.0,614.0,1944.0,1984.0,1394.0,1538.0
"125.98214 Da 29.88 s",0.50,126.98942,,,754.0,0.0,1026.0,1242.0,988.0,0.0
"368.91647 Da 30.26 s",0.50,369.92374,,"C12H4NO7PS2",918.0,562.0,1018.0,1164.0,616.0,682.0
"343.86822 Da 31.14 s",0.52,344.87550,,,5810.0,1704.0,8474.0,10224.0,5812.0,6430.0
"579.81714 Da 31.22 s",0.52,580.82442,,"C12H8N2O11S7",0.0,0.0,0.0,1444.0,0.0,0.0
"129.95814 Da 31.22 s",0.52,130.96542,,,150.0,134.0,746.0,1248.0,734.0,614.0
