"Bucket label","RT","m/z","Name","Formula","2020020_TTP_SILS2665_RA1_1_23 _merged_","2020020_TTP_SILS2666_RA2_1_23 _merged_","2020020_TTP_SILS2667_RA3_1_23 _merged_","2020020_TTP_SILS2668_RA4_1_23 _merged_","2020020_TTP_SILS2669_RA5_1_239 _merged_","2020020_TTP_SILS2670_RA6_1_238 _merged_"
"218.09113 Da 168.00 s",2.80,217.08385,,,0.0,1204.0,1112.0,938.0,1010.0,274.0
"313.10240 Da 168.06 s",2.80,312.09512,,"C11H15N5O6",6786.0,12020.0,6766.0,12516.0,14162.0,3248.0
"387.04076 Da 168.13 s",2.80,386.03348,,,2450.0,2096.0,1702.0,2432.0,3172.0,1488.0
"113.99272 Da 168.24 s",2.80,112.98544,,,1284.0,958.0,1514.0,2362.0,2174.0,1252.0
"564.18146 Da 168.43 s",2.81,563.17418,,,1248.0,0.0,0.0,0.0,1206.0,0.0
"612.15285 Da 168.49 s",2.81,611.14557,"Glutathione, oxidized","C20H32N6O12S2",3614.0,2264.0,1840.0,2808.0,5548.0,0.0
"1292.18731 Da 168.97 s",2.82,645.08638,,,0.0,0.0,0.0,0.0,1462.0,0.0
"1090.32383 Da 168.97 s",2.82,1089.31656,,,2416.0,2804.0,1932.0,0.0,3466.0,0.0
"1092.34032 Da 169.57 s",2.83,1091.33304,,"C44H56N18O8S4",3662.0,0.0,2374.0,0.0,6374.0,0.0
"262.11682 Da 170.19 s",2.84,261.10955,,"C10H18N2O6",3130.0,4686.0,2976.0,2618.0,3334.0,604.0
"824.03853 Da 170.99 s",2.85,411.01199,,,172.0,4230.0,116.0,0.0,0.0,0.0
"663.10763 Da 171.11 s",2.85,662.10035,,"C17H50N3O3PS9",2546.0,3482.0,2248.0,2268.0,3012.0,766.0
"569.15940 Da 172.16 s",2.87,568.15212,,"C14H39N3O14S3",1016.0,1936.0,2052.0,1560.0,1706.0,0.0
"541.06323 Da 172.45 s",2.87,540.05595,,"C13H26N3O14P3",0.0,2778.0,1914.0,2080.0,2554.0,1058.0
"414.13649 Da 172.55 s",2.88,413.12922,,"C13H30N6OS4",668.0,1342.0,690.0,1148.0,876.0,0.0
"174.06434 Da 173.33 s",2.89,173.05706,,"C6H10N2O4",750.0,1590.0,946.0,890.0,568.0,190.0
"646.08806 Da 173.68 s",2.89,645.08078,,"C18H39N4O7PS6",1106.0,1154.0,1424.0,1504.0,844.0,432.0
"664.11485 Da 174.49 s",2.91,663.10757,,,0.0,1630.0,0.0,0.0,454.0,0.0
"1290.16829 Da 175.63 s",2.93,644.07687,,,0.0,1370.0,0.0,0.0,0.0,0.0
"151.04897 Da 176.36 s",2.94,150.04169,,,224.0,490.0,492.0,808.0,1124.0,0.0
"633.18044 Da 179.74 s",3.00,632.17316,,"C17H29N15O8P2",858.0,1634.0,0.0,0.0,1930.0,0.0
"568.14709 Da 179.77 s",3.00,567.13982,,"C23H36O10S3",1190.0,1642.0,1816.0,1052.0,1596.0,1028.0
"268.07995 Da 179.96 s",3.00,267.07267,,"C10H20O4S2",626.0,1520.0,472.0,1232.0,1028.0,278.0
"526.16599 Da 181.27 s",3.02,525.15871,,"C18H14N20O",756.0,1456.0,496.0,1828.0,1494.0,0.0
"586.22274 Da 181.65 s",3.03,292.10409,,,0.0,0.0,0.0,1008.0,0.0,0.0
"497.19597 Da 183.36 s",3.06,496.18869,,"C15H35N11S4",0.0,1640.0,1062.0,1146.0,998.0,0.0
"593.18232 Da 185.03 s",3.08,592.17504,,"C18H23N15O9",2418.0,3512.0,2204.0,4004.0,3458.0,1402.0
"246.12200 Da 186.16 s",3.10,245.11472,,"C10H18N2O5",2520.0,1622.0,1824.0,1562.0,1716.0,350.0
"264.08500 Da 186.59 s",3.11,131.03522,,,998.0,340.0,592.0,684.0,1224.0,0.0
"324.03595 Da 186.67 s",3.11,323.02867,"Uridine monophosphate _UMP_","C9H13N2O9P",13690.0,13552.0,10630.0,7606.0,8580.0,1130.0
"594.18444 Da 187.01 s",3.12,593.17716,,"C43H22N4",748.0,1418.0,0.0,0.0,0.0,204.0
"88.05255 Da 187.19 s",3.12,87.04527,,"C4H8O2",1414.0,398.0,692.0,1098.0,1654.0,170.0
"361.07821 Da 189.26 s",3.15,360.07093,,"C14H7N11O2",5962.0,6888.0,4990.0,4846.0,4346.0,840.0
"510.16894 Da 190.40 s",3.17,509.16167,,"C23H32N2O7P2",1378.0,2256.0,1610.0,2560.0,1308.0,0.0
"559.14018 Da 192.80 s",3.21,558.13291,,"C21H37NO8S4",0.0,814.0,0.0,512.0,1096.0,0.0
"513.13239 Da 194.73 s",3.25,512.12512,,"C13H40NO9PS4",960.0,1098.0,436.0,654.0,1288.0,0.0
"129.04232 Da 194.74 s",3.25,128.03504,,"C5H7NO3",756.0,890.0,634.0,1344.0,866.0,256.0
"102.94845 Da 198.98 s",3.32,101.94117,,,742.0,958.0,664.0,934.0,1048.0,878.0
"240.91045 Da 199.53 s",3.33,239.90317,,,614.0,888.0,810.0,892.0,1536.0,880.0
"273.13349 Da 210.19 s",3.50,272.12622,,,1672.0,2390.0,1310.0,1632.0,1644.0,732.0
"125.99494 Da 214.44 s",3.57,124.98766,,"C5H2O4",2386.0,2134.0,1176.0,0.0,0.0,0.0
"186.01639 Da 214.63 s",3.58,185.00912,,"C7H6O6",9464.0,5666.0,3104.0,148.0,0.0,412.0
"377.07598 Da 214.75 s",3.58,376.06870,,"C18H11N5O5",1234.0,1140.0,128.0,1034.0,794.0,0.0
"153.98977 Da 215.00 s",3.58,152.98250,,"C6H2O5",2208.0,2508.0,1464.0,208.0,0.0,0.0
"66.01095 Da 215.19 s",3.59,65.00367,,,1948.0,2146.0,1372.0,0.0,0.0,0.0
"225.03063 Da 215.72 s",3.60,224.02335,,"C6H11NO6S",0.0,0.0,0.0,518.0,2126.0,528.0
"204.09019 Da 217.21 s",3.62,203.08292,,"C11H12N2O2",2060.0,2844.0,2216.0,1962.0,2108.0,588.0
"159.08951 Da 217.97 s",3.63,158.08223,,"C7H13NO3",1602.0,0.0,1314.0,1586.0,1886.0,248.0
"318.18097 Da 218.14 s",3.64,158.08321,,,0.0,1134.0,0.0,0.0,0.0,0.0
"114.99608 Da 219.93 s",3.67,113.98880,,,1384.0,646.0,1446.0,758.0,1048.0,1114.0
"155.98069 Da 220.35 s",3.67,154.97341,,,1380.0,1438.0,1734.0,1346.0,1580.0,746.0
"412.89984 Da 221.03 s",3.68,411.89256,,"C12H4N3O6PS3",1238.0,1168.0,1352.0,1052.0,1482.0,584.0
"227.98556 Da 221.26 s",3.69,112.98551,,,39942.0,0.0,33494.0,0.0,44708.0,0.0
"205.97757 Da 222.18 s",3.70,204.97029,,,1102.0,1314.0,1210.0,1018.0,1536.0,736.0
"249.96717 Da 222.29 s",3.70,248.95989,,"C10H3O6P",2856.0,2066.0,3468.0,2886.0,3142.0,2512.0
"113.99276 Da 222.31 s",3.71,112.98548,,,0.0,25254.0,0.0,26780.0,0.0,16904.0
"440.89648 Da 222.76 s",3.71,439.88920,,,884.0,808.0,992.0,1028.0,1202.0,0.0
"508.88202 Da 224.49 s",3.74,507.87474,,,5056.0,3334.0,5140.0,3118.0,4032.0,1710.0
"70.00315 Da 225.09 s",3.75,68.99587,,,22584.0,15756.0,10522.0,17466.0,23052.0,13518.0
"283.07215 Da 227.44 s",3.79,282.06488,,,1024.0,1496.0,910.0,930.0,634.0,0.0
"338.05160 Da 227.71 s",3.80,337.04432,,"C10H15N2O9P",3948.0,5874.0,3522.0,3242.0,2882.0,570.0
"221.05511 Da 229.99 s",3.83,220.04783,,,1104.0,1212.0,1114.0,850.0,552.0,240.0
"684.14202 Da 230.31 s",3.84,683.13475,,"C43H24O9",1278.0,0.0,1324.0,1060.0,1282.0,0.0
"662.16119 Da 230.31 s",3.84,661.15391,,"C22H32N8O12P2",16082.0,21556.0,12534.0,13976.0,14612.0,3136.0
"168.03996 Da 233.84 s",3.90,167.03268,,,918.0,720.0,1062.0,1008.0,938.0,290.0
"146.05746 Da 234.72 s",3.91,145.05019,,,2698.0,1250.0,1814.0,2568.0,3016.0,548.0
"240.91009 Da 242.20 s",4.04,239.90281,,,702.0,686.0,886.0,1036.0,830.0,1100.0
"102.94816 Da 242.41 s",4.04,101.94089,,,902.0,800.0,708.0,838.0,1134.0,658.0
"217.91675 Da 254.21 s",4.24,216.90947,,"C6H2O3S3",544.0,736.0,916.0,1044.0,1430.0,446.0
"248.84554 Da 254.49 s",4.24,247.83826,,,592.0,734.0,934.0,1096.0,1102.0,160.0
"197.89187 Da 255.82 s",4.26,196.88459,,,502.0,380.0,918.0,826.0,1166.0,356.0
"80.96463 Da 256.24 s",4.27,79.95736,,,3860.0,3532.0,5662.0,4950.0,6090.0,3282.0
"195.93482 Da 256.39 s",4.27,194.92754,,,492.0,434.0,890.0,790.0,1074.0,0.0
"242.88989 Da 256.91 s",4.28,241.88262,,,980.0,656.0,1234.0,954.0,1282.0,1280.0
"97.96733 Da 257.29 s",4.29,96.96006,,,7660.0,7338.0,13376.0,11266.0,11706.0,6618.0
"294.11978 Da 263.13 s",4.39,293.11250,,,1026.0,0.0,988.0,818.0,844.0,0.0
"589.08395 Da 263.60 s",4.39,588.07667,,"C14H30N3O16P3",800.0,788.0,446.0,260.0,1214.0,0.0
"230.11517 Da 268.19 s",4.47,229.10789,,"C11H18O5",974.0,1546.0,1020.0,1434.0,1066.0,156.0
"112.08925 Da 270.35 s",4.51,111.08198,,,960.0,814.0,526.0,888.0,1264.0,0.0
"346.20977 Da 270.40 s",4.51,172.09761,,,5338.0,0.0,0.0,0.0,0.0,0.0
"305.98104 Da 271.03 s",4.52,304.97376,,"C7H7N4O6PS",1450.0,1392.0,1124.0,560.0,864.0,0.0
"230.12657 Da 276.65 s",4.61,229.11929,,"C10H18N2O4",1828.0,1906.0,1212.0,1258.0,1412.0,460.0
"160.07317 Da 290.27 s",4.84,159.06589,,"C7H12O4",3378.0,1722.0,1884.0,1642.0,2870.0,570.0
"98.07334 Da 290.55 s",4.84,97.06606,,"C6H10O",1192.0,678.0,736.0,714.0,1400.0,264.0
"244.14203 Da 290.86 s",4.85,243.13475,,"C11H20N2O4",1280.0,1052.0,1074.0,782.0,1246.0,0.0
"236.93302 Da 293.66 s",4.89,235.92574,,,1850.0,1306.0,1560.0,1688.0,1684.0,1786.0
"255.96926 Da 300.67 s",5.01,254.96199,,,0.0,0.0,0.0,1112.0,1342.0,388.0
"618.96575 Da 304.54 s",5.08,617.95847,,"C18H7N9O13P2",1226.0,1164.0,414.0,788.0,774.0,106.0
"588.03999 Da 304.83 s",5.08,587.03272,,"C12H36N4O6S8",978.0,1450.0,0.0,464.0,0.0,0.0
"132.07897 Da 305.96 s",5.10,131.07170,,,1930.0,1090.0,774.0,928.0,1172.0,428.0
"609.08909 Da 306.15 s",5.10,608.08181,,"C37H23NO2S3",1226.0,3182.0,1134.0,0.0,1422.0,0.0
"303.54087 Da 307.85 s",5.13,302.53359,,,1526.0,3442.0,1302.0,0.0,2242.0,378.0
"659.99549 Da 308.29 s",5.14,658.98821,,"C15H9N12O17P",1670.0,3280.0,1070.0,1326.0,2062.0,0.0
"629.06386 Da 308.69 s",5.14,628.05659,,"C25H31N3O4S6",1768.0,3470.0,1424.0,1526.0,2026.0,468.0
"112.02726 Da 308.83 s",5.15,111.01998,,"C4H4N2O2",580.0,1336.0,416.0,574.0,806.0,212.0
"564.07609 Da 309.39 s",5.16,563.06882,,"C11H23N10O11P3",620.0,1158.0,476.0,668.0,874.0,0.0
"304.04220 Da 310.53 s",5.18,303.03493,,"C16H8N4OS",522.0,1180.0,372.0,484.0,506.0,0.0
"633.53694 Da 310.53 s",5.18,632.52966,,"C29H83N3O2S4",0.0,1634.0,508.0,438.0,656.0,0.0
"536.04643 Da 310.65 s",5.18,535.03916,,"C25H28OS6",2200.0,3046.0,0.0,1400.0,2922.0,610.0
"396.20193 Da 311.74 s",5.20,395.19465,,"C19H24N8O2",840.0,1442.0,900.0,1836.0,1892.0,522.0
"597.67315 Da 313.89 s",5.23,596.66587,,"C31H83N9O",1002.0,370.0,0.0,364.0,844.0,0.0
"561.14925 Da 317.33 s",5.29,560.14198,,"C16H36NO16PS",820.0,832.0,0.0,510.0,1140.0,0.0
"596.67082 Da 319.46 s",5.32,595.66354,,"C38H84N4",0.0,2154.0,1360.0,1312.0,0.0,0.0
"60.02137 Da 320.47 s",5.34,59.01409,,,1046.0,1100.0,530.0,714.0,496.0,204.0
"204.10183 Da 320.69 s",5.34,203.09455,,,0.0,792.0,672.0,700.0,1100.0,0.0
"1193.33674 Da 321.25 s",5.35,595.66109,,,3574.0,0.0,0.0,0.0,2528.0,0.0
"607.07251 Da 322.63 s",5.38,606.06524,,"C22H41NS9",810.0,0.0,0.0,1106.0,1106.0,0.0
"187.12083 Da 325.03 s",5.42,186.11355,,"C9H17NO3",12516.0,8328.0,7870.0,10230.0,17446.0,934.0
"126.10419 Da 326.25 s",5.44,125.09692,,,1340.0,680.0,1252.0,962.0,1410.0,164.0
"244.07340 Da 333.54 s",5.56,121.02942,,,0.0,0.0,1230.0,1308.0,1096.0,0.0
"175.96331 Da 334.59 s",5.58,174.95603,,,526.0,376.0,554.0,652.0,490.0,1072.0
"92.04747 Da 336.34 s",5.61,91.04019,,,426.0,1346.0,348.0,288.0,754.0,0.0
"246.11091 Da 336.90 s",5.62,245.10363,,"C11H18O6",554.0,1246.0,260.0,390.0,690.0,142.0
"180.04475 Da 339.49 s",5.66,179.03748,,,1358.0,438.0,614.0,1072.0,750.0,68.0
"130.06286 Da 341.50 s",5.69,129.05559,,"C6H10O3",1070.0,820.0,352.0,1042.0,702.0,184.0
"570.06273 Da 344.14 s",5.74,569.05545,,,772.0,1168.0,646.0,986.0,1354.0,78.0
"548.08125 Da 344.23 s",5.74,547.07398,,"C16H26N2O15P2",10204.0,12526.0,6248.0,7054.0,14708.0,2132.0
"600.99315 Da 344.36 s",5.74,599.98587,,"C17H7N13O9S2",788.0,1318.0,628.0,928.0,0.0,0.0
"102.94827 Da 348.58 s",5.81,101.94100,,,550.0,532.0,804.0,1018.0,604.0,574.0
"319.01040 Da 351.80 s",5.86,318.00312,,"C11H14NO4PS2",776.0,632.0,810.0,902.0,1086.0,224.0
"174.08900 Da 351.85 s",5.86,173.08172,"Suberic acid","C8H14O4",10328.0,7000.0,6124.0,8022.0,8864.0,1604.0
"112.08884 Da 351.94 s",5.87,111.08156,,"C7H12O",2938.0,2354.0,1698.0,2262.0,2956.0,508.0
"160.11005 Da 353.19 s",5.89,159.10277,,"C8H16O3",1118.0,882.0,620.0,690.0,674.0,448.0
"262.14297 Da 358.22 s",5.97,261.13569,,"C13H18N4O2",1044.0,528.0,768.0,588.0,572.0,192.0
"438.09446 Da 362.17 s",6.04,437.08718,,"C17H19N4O8P",2068.0,2072.0,1112.0,1428.0,2062.0,386.0
"679.10528 Da 364.54 s",6.08,678.09801,,"C18H19N17O9P2",1542.0,2138.0,0.0,1058.0,1386.0,0.0
"236.93315 Da 366.50 s",6.11,235.92587,,,1310.0,1576.0,2072.0,1248.0,1368.0,1806.0
"74.00034 Da 367.69 s",6.13,72.99306,,,2160.0,1450.0,554.0,1182.0,1510.0,126.0
"128.08361 Da 368.28 s",6.14,127.07634,,"C7H12O2",7022.0,7444.0,5004.0,5450.0,6056.0,1294.0
"382.09623 Da 368.45 s",6.14,381.08895,,"C16H14N8O2S",3114.0,1696.0,1290.0,616.0,1136.0,92.0
"316.99501 Da 368.49 s",6.14,315.98774,,"C11H4N5O5P",902.0,1016.0,696.0,824.0,1192.0,0.0
"116.08309 Da 368.77 s",6.15,115.07581,,,812.0,836.0,660.0,1132.0,844.0,370.0
"310.97266 Da 369.35 s",6.16,309.96539,,,106.0,362.0,440.0,1108.0,556.0,404.0
"201.13612 Da 382.92 s",6.38,200.12884,,"C10H19NO3",5054.0,3368.0,2148.0,3366.0,4904.0,494.0
"158.09517 Da 383.09 s",6.38,157.08789,,,600.0,1212.0,138.0,350.0,524.0,0.0
"130.09845 Da 384.38 s",6.41,129.09117,,,1266.0,930.0,606.0,748.0,768.0,0.0
"879.18884 Da 385.95 s",6.43,438.58714,,"C21H57NO25P4S",0.0,1068.0,0.0,0.0,0.0,0.0
"60.02123 Da 387.21 s",6.45,59.01395,,"C2H4O2",1116.0,692.0,854.0,910.0,834.0,364.0
"190.11966 Da 387.73 s",6.46,189.11238,,,824.0,844.0,688.0,1076.0,582.0,286.0
"320.13704 Da 389.37 s",6.49,319.12976,,"C16H20N2O5",766.0,1156.0,936.0,464.0,910.0,190.0
"250.05175 Da 397.80 s",6.63,249.04447,,"C9H14O6S",1388.0,0.0,952.0,1230.0,1014.0,72.0
"232.13029 Da 398.12 s",6.64,231.12301,,"C15H20S",718.0,944.0,1076.0,1042.0,722.0,212.0
"532.15164 Da 402.84 s",6.71,265.06854,,,0.0,1622.0,0.0,0.0,0.0,0.0
"266.07570 Da 403.56 s",6.73,265.06842,,,2168.0,0.0,854.0,1528.0,1064.0,82.0
"154.09918 Da 403.61 s",6.73,153.09191,,"C9H14O2",12466.0,6708.0,2084.0,3400.0,2886.0,312.0
"198.08868 Da 403.95 s",6.73,197.08140,,"C10H14O4",6580.0,2832.0,1316.0,1650.0,2034.0,264.0
"190.02370 Da 413.21 s",6.89,189.01643,,"C6H2N6O2",996.0,1126.0,1012.0,1012.0,882.0,938.0
"126.10431 Da 414.32 s",6.91,125.09703,,"C8H14O",3480.0,2652.0,1540.0,2720.0,2262.0,582.0
"333.02796 Da 414.59 s",6.91,332.02069,,"C10H13N3O6P2",1580.0,0.0,1120.0,1000.0,982.0,0.0
"140.12074 Da 414.92 s",6.92,139.11346,,,1102.0,642.0,644.0,738.0,772.0,222.0
"278.04589 Da 415.50 s",6.93,277.03861,,"C12H11N2O4P",1014.0,268.0,432.0,788.0,470.0,0.0
"146.09426 Da 416.10 s",6.93,145.08698,,"C7H14O3",1194.0,704.0,630.0,824.0,802.0,252.0
"249.96818 Da 428.29 s",7.14,248.96090,,"C9H2N2O5S",584.0,876.0,1006.0,1016.0,1078.0,876.0
"139.02673 Da 437.98 s",7.30,138.01945,,,1404.0,762.0,1558.0,1374.0,828.0,582.0
"317.95549 Da 438.33 s",7.31,316.94822,,"C7H4N4O7P2",480.0,452.0,598.0,392.0,516.0,1094.0
"258.13706 Da 438.64 s",7.31,257.12979,,"C8H18N8S",1016.0,1278.0,600.0,1062.0,974.0,0.0
"60.02089 Da 448.74 s",7.48,59.01361,,,1282.0,710.0,464.0,600.0,434.0,238.0
"62.99584 Da 456.15 s",7.60,61.98856,,,888.0,788.0,778.0,1366.0,1242.0,890.0
"316.14246 Da 458.77 s",7.65,315.13518,,"C13H16N8O2",1270.0,1360.0,830.0,1034.0,882.0,0.0
"214.97118 Da 466.93 s",7.78,213.96391,,"C7H5NO3S2",3438.0,1754.0,1790.0,3412.0,1836.0,598.0
"214.12018 Da 468.79 s",7.81,213.11291,,"C11H18O4",2466.0,1296.0,990.0,1434.0,1200.0,246.0
"202.11964 Da 475.99 s",7.93,201.11237,,,1476.0,1300.0,640.0,980.0,1134.0,562.0
"60.02151 Da 487.45 s",8.12,59.01423,,,1518.0,734.0,962.0,788.0,752.0,326.0
"229.16803 Da 491.96 s",8.20,228.16075,,"C12H23NO3",3456.0,2408.0,1580.0,1878.0,2272.0,526.0
"102.94818 Da 504.16 s",8.40,101.94090,,,470.0,468.0,582.0,398.0,1020.0,436.0
"94.04179 Da 505.87 s",8.43,93.03451,,"C6H6O",1294.0,1038.0,1246.0,2042.0,1602.0,1104.0
"138.03191 Da 506.63 s",8.44,137.02464,"Salicylic acid","C7H6O3",668.0,606.0,1242.0,1628.0,1130.0,440.0
"252.06711 Da 507.78 s",8.46,251.05983,,"C9H16O6S",1976.0,1210.0,872.0,1374.0,1464.0,146.0
"184.01354 Da 510.87 s",8.51,183.00627,,,1074.0,388.0,604.0,766.0,456.0,282.0
"147.97341 Da 523.33 s",8.72,146.96613,,,798.0,700.0,794.0,762.0,1038.0,598.0
"216.13576 Da 534.33 s",8.91,215.12848,,,1120.0,1190.0,888.0,794.0,766.0,428.0
"316.14142 Da 536.86 s",8.95,315.13414,,,1292.0,1246.0,814.0,0.0,834.0,0.0
"620.35699 Da 537.53 s",8.96,309.17122,,,1100.0,660.0,174.0,944.0,110.0,0.0
"113.99281 Da 538.98 s",8.98,112.98553,,,2506.0,2838.0,3000.0,3044.0,3160.0,6748.0
"496.17932 Da 539.24 s",8.99,247.08238,,,1462.0,500.0,208.0,274.0,252.0,148.0
"100.93318 Da 541.31 s",9.02,99.92591,,,728.0,664.0,848.0,1050.0,1008.0,890.0
"330.24151 Da 550.06 s",9.17,329.23423,,"C11H34N6O3S",4248.0,3562.0,1626.0,2544.0,1832.0,610.0
"103.96399 Da 553.81 s",9.23,102.95671,,,780.0,532.0,630.0,1072.0,910.0,566.0
"576.13728 Da 560.21 s",9.34,191.03848,,,1106.0,428.0,82.0,0.0,230.0,0.0
"236.93342 Da 576.20 s",9.60,235.92614,,,1228.0,1366.0,1394.0,1056.0,1930.0,1610.0
"147.97281 Da 577.33 s",9.62,146.96553,,,762.0,852.0,734.0,834.0,1150.0,802.0
"540.29254 Da 577.53 s",9.63,269.13899,,,1636.0,960.0,350.0,484.0,324.0,0.0
"174.12507 Da 580.93 s",9.68,173.11779,,,1186.0,792.0,288.0,410.0,400.0,224.0
"74.00025 Da 586.69 s",9.78,72.99298,,,1662.0,946.0,106.0,488.0,0.0,128.0
"224.03534 Da 592.17 s",9.87,223.02806,,"C8H16OS3",1004.0,1298.0,1012.0,990.0,966.0,474.0
"278.11742 Da 613.55 s",10.23,277.11015,,"C16H14N4O",1396.0,1154.0,620.0,998.0,990.0,0.0
"508.30513 Da 617.32 s",10.29,253.14529,,,0.0,1738.0,428.0,630.0,418.0,330.0
"254.15222 Da 617.90 s",10.30,253.14495,"_-_-trans-C75","C14H22O4",1656.0,0.0,0.0,0.0,488.0,0.0
"210.16161 Da 618.45 s",10.31,209.15433,,"C13H22O2",1648.0,1822.0,642.0,648.0,766.0,462.0
"198.16198 Da 625.58 s",10.43,197.15470,,"C12H22O2",8368.0,3710.0,3186.0,4394.0,4322.0,442.0
"130.98278 Da 629.87 s",10.50,129.97551,,,1812.0,2828.0,1562.0,1486.0,1582.0,1600.0
"102.94752 Da 629.87 s",10.50,101.94025,,,354.0,1128.0,530.0,414.0,396.0,398.0
"310.17817 Da 660.85 s",11.01,309.17090,,"C17H26O5",2094.0,1340.0,660.0,976.0,688.0,0.0
"362.17204 Da 664.65 s",11.08,361.16476,,"C14H27N4O5P",1226.0,1314.0,0.0,692.0,596.0,534.0
"237.11235 Da 665.16 s",11.09,236.10507,,"C9H20NO4P",1740.0,1128.0,1228.0,1656.0,1092.0,622.0
"294.18336 Da 665.90 s",11.10,293.17608,,"C17H26O4",5254.0,3808.0,2638.0,3002.0,2118.0,1548.0
"192.11488 Da 680.44 s",11.34,191.10761,,"C12H16O2",1226.0,1370.0,1400.0,1654.0,1376.0,1174.0
"598.27276 Da 708.99 s",11.82,298.12911,,,0.0,0.0,3488.0,0.0,0.0,0.0
"299.13687 Da 709.57 s",11.83,298.12960,,"C14H21NO6",10214.0,6516.0,0.0,4322.0,4056.0,660.0
"256.13088 Da 713.98 s",11.90,255.12360,,"C13H20O5",3572.0,1020.0,382.0,1144.0,642.0,0.0
"196.14664 Da 719.46 s",11.99,195.13936,,"C12H20O2",1832.0,610.0,344.0,672.0,400.0,0.0
"790.28320 Da 722.40 s",12.04,789.27593,,"C40H42N10O4S2",1004.0,2952.0,762.0,1264.0,1136.0,0.0
"195.08945 Da 732.75 s",12.21,194.08218,,"C10H13NO3",2470.0,1900.0,2208.0,2074.0,2910.0,2082.0
"280.16675 Da 737.53 s",12.29,279.15948,,"C10H25N4O3P",1360.0,752.0,270.0,520.0,476.0,116.0
"210.09207 Da 747.87 s",12.46,209.08479,,"C8H18O4S",660.0,98.0,576.0,1030.0,586.0,386.0
"498.17491 Da 747.87 s",12.46,248.08018,,"C11H27N14O5PS",940.0,732.0,928.0,678.0,660.0,1014.0
"184.14603 Da 748.28 s",12.47,183.13875,,"C11H20O2",2258.0,702.0,472.0,484.0,552.0,178.0
"261.96544 Da 774.19 s",12.90,129.97545,,,1824.0,2118.0,2244.0,2768.0,2390.0,3108.0
"269.98869 Da 781.23 s",13.02,268.98142,,"C8H6N4O3S2",1854.0,1158.0,532.0,984.0,822.0,228.0
"316.25902 Da 781.41 s",13.02,315.25174,,"C14H32N6O2",844.0,858.0,0.0,1006.0,998.0,904.0
"498.17428 Da 785.71 s",13.10,248.07986,,"C18H27N8O7P",2388.0,842.0,746.0,654.0,666.0,600.0
"334.14291 Da 790.29 s",13.17,333.13563,,"C19H18N4O2",144.0,1556.0,1646.0,850.0,1374.0,1056.0
"266.15529 Da 792.05 s",13.20,265.14802,,"C12H26O4S",1050.0,15176.0,12240.0,6324.0,12584.0,9204.0
"300.08967 Da 796.74 s",13.28,299.08239,,"C19H12N2O2",4370.0,3006.0,2672.0,0.0,3410.0,2090.0
"366.06065 Da 796.99 s",13.28,365.05338,,"C9H16N6O6P2",2976.0,3408.0,2598.0,3706.0,3158.0,1658.0
"256.09931 Da 797.01 s",13.28,255.09203,,"C10H16N4O2S",1240.0,1254.0,838.0,1068.0,1296.0,514.0
"301.09280 Da 797.54 s",13.29,300.08553,,,1128.0,744.0,772.0,1314.0,1228.0,238.0
"434.04984 Da 797.57 s",13.29,433.04256,,"C20H10N4O8",1710.0,1464.0,1376.0,1650.0,1468.0,854.0
"600.18054 Da 797.80 s",13.30,299.08299,,,0.0,0.0,0.0,3188.0,0.0,0.0
"502.03887 Da 798.87 s",13.31,501.03159,,"C20H15N4O8PS",0.0,1004.0,714.0,1018.0,980.0,548.0
"512.19818 Da 798.95 s",13.32,255.09181,,,1066.0,0.0,0.0,1084.0,0.0,0.0
"296.12404 Da 808.06 s",13.47,295.11677,,"C19H20OS",666.0,252.0,806.0,1094.0,686.0,504.0
"228.13567 Da 808.24 s",13.47,227.12839,,"C12H20O4",1314.0,864.0,1648.0,1818.0,1606.0,816.0
"700.39241 Da 811.40 s",13.52,699.38513,,,1236.0,954.0,550.0,1290.0,0.0,0.0
"120.95411 Da 825.55 s",13.76,119.94683,,,496.0,654.0,588.0,1056.0,618.0,1188.0
"222.16198 Da 828.50 s",13.81,221.15470,,"C14H22O2",1680.0,1924.0,2032.0,1796.0,2294.0,1790.0
"498.17566 Da 849.97 s",14.17,248.08056,,"C16H32N6O8P2",1010.0,902.0,948.0,800.0,1046.0,624.0
"754.54294 Da 863.47 s",14.39,753.53566,,,1462.0,1190.0,0.0,908.0,378.0,0.0
"298.16058 Da 873.67 s",14.56,297.15330,,"C16H26O3S",586.0,1462.0,1358.0,966.0,1614.0,1202.0
"317.95491 Da 890.85 s",14.85,316.94763,,"C7H4N4O7P2",778.0,1106.0,974.0,872.0,1316.0,1050.0
"181.97990 Da 891.14 s",14.85,180.97262,,,1244.0,722.0,926.0,728.0,936.0,822.0
"588.37061 Da 903.60 s",15.06,293.17803,,,1050.0,0.0,0.0,0.0,0.0,0.0
"294.18666 Da 906.72 s",15.11,293.17939,,"C14H30O4S",0.0,304.0,736.0,790.0,596.0,1622.0
"120.95419 Da 914.33 s",15.24,119.94691,,,656.0,722.0,1000.0,576.0,638.0,758.0
"313.21226 Da 915.61 s",15.26,312.20498,,"C12H32N3O4P",678.0,1488.0,1152.0,1254.0,1358.0,934.0
"145.93029 Da 916.62 s",15.28,144.92301,,,620.0,682.0,576.0,1044.0,684.0,974.0
"412.13561 Da 916.67 s",15.28,411.12833,,"C16H16N10O4",930.0,1228.0,1308.0,1146.0,1764.0,1232.0
